"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Jessie Bates III (ATL)","5","5","0","2","2","1","0","0","1","28.3","28.3","69.3%"
"2","Antoine Winfield Jr. (TB)","4","4","1","1","0","1","1","0","1","22.5","22.5","70.6%"
"3","Jordan Whitehead (TB)","1","1","0","3","3","0","0","0","1","21.8","21.8","15.6%"
"4","Jevon Holland (MIA)","10","4","0","0","0","0","0","0","1","20.5","20.5","20.0%"
"5","Nate Hobbs (LV)","8","4","0","0","0","0","0","0","1","20.0","20.0","32.3%"
"6","Dax Hill (CIN)","5","1","0","1","1","0","0","0","1","19.8","19.8","15.2%"
"7","DaRon Bland (DAL)","3","0","0","1","1","0","0","1","1","19.5","19.5","41.2%"
"8","Tyson Campbell (JAC)","6","0","0","1","1","1","0","0","1","19.5","19.5","16.1%"
"9","Amani Hooker (TEN)","2","2","0","2","1","0","1","0","1","19.0","19.0","14.2%"
"10","Darius Slay Jr. (PHI)","1","2","0","3","1","0","0","1","1","18.5","18.5","10.0%"
"11","Kader Kohou (MIA)","6","3","1","0","0","0","0","0","1","17.8","17.8","2.2%"
"12","Markquese Bell (DAL)","6","2","0","0","0","1","0","0","1","17.0","17.0","9.5%"
"13","Christian Gonzalez (NE)","5","2","1","1","0","0","0","0","1","17.0","17.0","13.5%"
"14","Tavierre Thomas (TB)","6","2","0","0","0","1","0","0","1","17.0","17.0","1.6%"
"15","Andre Cisco (JAC)","7","3","0","0","0","1","0","0","1","16.8","16.8","3.1%"
"16","Talanoa Hufanga (SF)","5","0","0","1","1","0","0","0","1","16.5","16.5","13.1%"
"17","Reed Blankenship (PHI)","7","4","0","2","0","0","0","0","1","16.5","16.5","40.5%"
"18","Brian Branch (DET)","2","1","0","1","1","0","0","1","1","16.3","16.3","37.8%"
"19","Kamren Curl (LAR)","6","4","0","1","0","0","0","0","1","16.0","16.0","29.2%"
"20","Rasul Douglas (BUF)","6","2","0","1","0","0","1","0","1","16.0","16.0","7.4%"
"21","DeShon Elliott (PIT)","8","5","0","0","0","0","0","0","1","15.8","15.8","7.4%"
"22","D.J. Reed Jr. (NYJ)","10","1","0","0","0","0","0","0","1","15.8","15.8","9.7%"
"23","Stephon Gilmore (FA)","4","0","0","3","1","0","0","0","1","15.5","15.5","1.3%"
