"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Fred Warner (SF)","5","3","1","1","1","1","0","0","1","26.8","26.8","90.4%"
"2","Ernest Jones IV (LAR)","10","5","0","0","0","0","0","0","1","26.3","26.3","59.8%"
"3","Quincy Williams (NYJ)","5","4","2","0","0","1","0","0","1","25.0","25.0","50.7%"
"4","T.J. Watt (PIT)","2","0","2","2","0","0","1","0","1","23.0","23.0","79.0%"
"5","Robert Spillane (LV)","2","7","0","2","2","0","0","0","1","21.3","21.3","32.4%"
"6","Germaine Pratt (CIN)","3","7","0","1","1","0","0","0","1","21.3","21.3","15.8%"
"7","C.J. Mosley (NYJ)","6","7","0","1","0","0","0","0","1","20.8","20.8","64.2%"
"8","Kwon Alexander (FA)","6","0","1","0","0","0","0","0","1","20.5","20.5","1.1%"
"9","Bobby Okereke (NYG)","4","6","0","2","1","0","0","0","1","18.5","18.5","79.5%"
"10","Ja'Whaun Bentley (NE)","5","6","1","0","0","0","0","0","1","18.5","18.5","14.4%"
"11","Dre Greenlaw (SF)","5","0","1","1","0","0","0","0","1","18.0","18.0","37.0%"
"12","Terrel Bernard (BUF)","8","8","0","0","0","0","0","0","1","18.0","18.0","49.2%"
"13","Cole Holcomb (PIT)","8","1","0","1","0","0","0","0","1","16.8","16.8","8.5%"
"14","Azeez Al-Shaair (HOU)","7","8","0","0","0","0","0","0","1","16.5","16.5","42.4%"
"15","David Long Jr. (MIA)","4","5","0","0","0","1","0","0","1","16.3","16.3","6.9%"
"16","Zaire Franklin (IND)","7","5","0","1","0","0","0","0","1","15.8","15.8","92.4%"
"17","Blake Cashman (MIN)","5","4","0","0","0","0","0","0","1","15.5","15.5","13.4%"
"18","T.J. Edwards (CHI)","5","5","1","0","0","0","0","0","1","15.3","15.3","78.7%"
"19","Jerome Baker (SEA)","4","4","1.5","0","0","0","0","0","1","15.0","15.0","14.0%"
"20","Leonard Floyd (SF)","2","0","2","0","0","1","0","0","1","15.0","15.0","4.8%"
"21","Roquan Smith (BAL)","7","4","0","1","0","0","0","0","1","15.0","15.0","90.7%"
"22","Tyrel Dodson (SEA)","4","1","0","1","0","0","1","0","1","14.8","14.8","7.8%"
"23","Isaiah McDuffie (GB)","6","4","0","0","0","0","0","0","1","14.5","14.5","3.7%"
"24","Kyzir White (ARI)","6","4","0","0","0","0","0","0","1","14.5","14.5","21.4%"
"25","Divine Deablo (LV)","6","4","0","0","0","0","0","0","1","14.5","14.5","12.5%"
"26","Alex Anzalone (DET)","8","3","0","0","0","0","0","0","1","14.3","14.3","30.8%"
"27","Henry To'oTo'o (HOU)","6","6","0","0","0","0","0","0","1","13.5","13.5","6.9%"
"28","Jordan Hicks (CLE)","6","4","0","1","0","0","0","0","1","13.5","13.5","28.8%"
"29","Leighton Vander Esch (FA)","4","6","0","0","0","0","0","0","1","13.0","13.0","1.9%"
"30","Jack Gibbens (TEN)","7","3","0","0","0","0","0","0","1","12.8","12.8","5.5%"
"31","Andrew Van Ginkel (MIN)","3","0","1","1","0","0","0","0","1","12.5","12.5","10.4%"
"32","Nicholas Morrow (BUF)","5","0","0","0","0","0","0","0","1","12.5","12.5","3.9%"
"33","Isaiah Simmons (NYG)","7","2","0","0","0","0","0","0","1","12.0","12.0","5.8%"
