"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Blake Cashman (MIN)","13","6","1","1","0","0","0","0","1","32.0","32.0","13.4%"
"2","Khalil Mack (LAC)","8","0","2","1","0","1","0","0","1","30.5","30.5","52.3%"
"3","Elandon Roberts (PIT)","11","4","0","0","0","0","0","0","1","24.5","24.5","14.4%"
"4","David Mayo (FA)","5","1","2","0","0","0","0","0","1","23.8","23.8","0.1%"
"5","Alex Anzalone (DET)","11","4","0","0","0","0","1","0","1","23.5","23.5","30.8%"
"6","Bobby Okereke (NYG)","6","8","0","0","0","2","0","0","1","23.0","23.0","79.5%"
"7","Fred Warner (SF)","10","1","0","2","0","1","0","0","1","22.8","22.8","90.4%"
"8","Lavonte David (TB)","7","0","1","0","0","0","0","0","1","22.0","22.0","52.5%"
"9","Micah Parsons (DAL)","2","4","2.5","0","0","0","0","0","1","21.0","21.0","77.5%"
"10","Ogbo Okoronkwo (CLE)","4","1","1","0","0","0","0","0","1","20.8","20.8","2.0%"
"11","Alex Singleton (DEN)","11","5","0","0","0","0","0","0","1","20.3","20.3","63.4%"
"12","Tyrel Dodson (SEA)","6","1","1","0","0","1","0","0","1","20.3","20.3","7.8%"
"13","Leonard Floyd (SF)","3","1","2.5","0","0","0","0","0","1","20.3","20.3","4.8%"
"14","Robert Spillane (LV)","6","7","0","1","0","0","0","0","1","18.3","18.3","32.4%"
"15","Jamin Davis (WAS)","5","2","1","0","0","0","0","0","1","18.0","18.0","7.9%"
"16","Micah McFadden (NYG)","5","3","0","1","0","0","1","0","1","17.8","17.8","7.1%"
"17","T.J. Edwards (CHI)","5","4","0","1","1","0","0","0","1","17.0","17.0","78.7%"
"18","Isaiah Simmons (NYG)","3","0","0","1","1","0","0","1","1","17.0","17.0","5.8%"
"19","T.J. Watt (PIT)","4","2","1","0","0","0","0","0","1","16.5","16.5","79.0%"
"20","Logan Wilson (CIN)","6","3","0","0","0","1","0","0","1","15.3","15.3","62.2%"
"21","Ivan Pace Jr. (MIN)","6","3","0","0","0","1","0","0","1","15.3","15.3","14.8%"
"22","Patrick Queen (PIT)","9","2","0","0","0","0","0","0","1","15.0","15.0","43.1%"
"23","Ernest Jones IV (LAR)","5","7","0.5","0","0","0","0","0","1","14.8","14.8","59.8%"
"24","Tremaine Edmunds (CHI)","4","3","0","1","1","0","0","0","1","14.8","14.8","32.4%"
"25","Bobby Wagner (WAS)","6","4","0","0","0","0","0","0","1","14.5","14.5","72.3%"
"26","Quincy Williams (NYJ)","6","4","0","0","0","0","0","0","1","14.5","14.5","50.7%"
"27","Dre Greenlaw (SF)","4","4","0.5","2","0","0","0","0","1","14.0","14.0","37.0%"
"28","Eric Kendricks (DAL)","6","3","0","0","0","0","0","0","1","13.8","13.8","30.8%"
"29","Frankie Luvu (WAS)","6","2","0","2","0","0","0","0","1","13.5","13.5","42.9%"
"30","Derrick Barnes (DET)","6","2","0","0","0","0","0","0","1","13.0","13.0","7.4%"
"31","Christian Harris (HOU)","5","0","0","2","0","0","0","0","1","13.0","13.0","10.6%"
"32","Rashan Gary (GB)","1","1","1","0","0","0","1","0","1","12.8","12.8","10.2%"
"33","Baron Browning (DEN)","3","0","1","0","0","1","0","0","1","12.5","12.5","5.3%"
"34","De'Vondre Campbell (SF)","6","1","0","0","0","0","0","0","1","12.3","12.3","19.9%"
"35","Josey Jewell (CAR)","5","1","0","0","0","0","1","0","1","12.3","12.3","28.8%"
"36","Monty Rice (NO)","5","3","0","0","0","0","0","0","1","12.3","12.3","0.6%"
"37","Kenneth Murray Jr. (TEN)","6","4","0","0","0","0","0","0","1","12.0","12.0","14.2%"
"38","Devin Lloyd (JAC)","5","6","0","0","0","0","0","0","1","12.0","12.0","24.1%"
"39","Krys Barnes (ARI)","2","1","0","2","1","0","0","0","1","11.8","11.8","6.9%"
"40","Divine Deablo (LV)","3","4","0","0","0","0","1","0","1","11.5","11.5","12.5%"
"41","Drue Tranquill (KC)","5","2","0","0","0","0","0","0","1","11.5","11.5","11.6%"
"42","Zach Cunningham (FA)","6","1","0","1","0","0","0","0","1","11.3","11.3","1.4%"
"43","Foyesade Oluokun (JAC)","1","5","0.5","0","0","0","1","0","1","11.3","11.3","94.3%"
"44","Jack Sanborn (CHI)","2","2","1","0","0","0","0","0","1","11.0","11.0","3.3%"
"45","Nicholas Morrow (BUF)","4","1","0","0","0","0","1","0","1","10.8","10.8","3.9%"
"46","Roquan Smith (BAL)","4","6","0","0","0","0","0","0","1","10.5","10.5","90.7%"
"47","Jack Campbell (DET)","5","4","0","0","0","0","0","0","1","10.5","10.5","16.3%"
"48","Shaquil Barrett (FA)","4","2","0","0","0","0","0","0","1","10.0","10.0","6.7%"
"49","Damone Clark (DAL)","2","4","0","1","0","0","0","0","1","10.0","10.0","7.9%"
"50","Jeremiah Owusu-Koramoah (CLE)","6","1","0","0","0","0","0","0","1","9.8","9.8","26.8%"
"51","Jerome Baker (SEA)","6","1","0","0","0","0","0","0","1","9.8","9.8","14.0%"
"52","Josh Woods (FA)","6","1","0","0","0","0","0","0","1","9.8","9.8","0.6%"
"53","Kyle Van Noy (BAL)","2","0","1","0","0","0","0","0","1","9.5","9.5","7.4%"
"54","Luke Masterson (LV)","3","1","0","0","0","1","0","0","1","9.3","9.3","1.5%"
"55","Andrew Van Ginkel (MIN)","3","2","0","2","0","0","0","0","1","9.0","9.0","10.4%"
"56","Casey Toohill (BUF)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.5%"
"57","Terrel Bernard (BUF)","2","4","0.5","0","0","0","0","0","1","8.0","8.0","49.2%"
"58","Azeez Al-Shaair (HOU)","3","2","0","1","0","0","0","0","1","7.5","7.5","42.4%"
"59","Harold Landry III (TEN)","4","2","0","0","0","0","0","0","1","7.5","7.5","23.2%"
"60","Sione Takitaki (NE)","3","2","0","1","0","0","0","0","1","7.5","7.5","3.6%"
"61","Willie Gay Jr. (NO)","3","0","0","0","0","0","0","0","1","7.0","7.0","6.3%"
"62","Quay Walker (GB)","2","5","0","0","0","0","0","0","1","6.8","6.8","37.1%"
"63","Bradley Chubb (MIA)","3","2","0","0","0","0","0","0","1","6.0","6.0","16.7%"
"64","Alex Highsmith (PIT)","2","4","0","0","0","0","0","0","1","6.0","6.0","24.4%"
"65","Kamu Grugier-Hill (MIN)","2","2","0","1","0","0","0","0","1","6.0","6.0","6.6%"
"66","Za'Darius Smith (CLE)","2","0","0","0","0","0","0","0","1","5.5","5.5","4.9%"
"67","Kyzir White (ARI)","2","1","0","1","0","0","0","0","1","5.3","5.3","21.4%"
"68","Jack Gibbens (TEN)","2","2","0","0","0","0","0","0","1","4.5","4.5","5.5%"
"69","Dorian Williams (BUF)","2","2","0","0","0","0","0","0","1","4.5","4.5","4.5%"
"70","Dennis Gardeck (ARI)","3","0","0","0","0","0","0","0","1","4.5","4.5","2.8%"
"71","DeMarquis Gates (FA)","0","0","0","0","0","0","1","0","1","4.0","4.0","0.1%"
"72","Ross Matiscik (JAC)","0","0","0","0","0","0","1","0","1","4.0","4.0","0.0%"
"73","Devin White (PHI)","2","1","0","0","0","0","0","0","1","3.8","3.8","21.2%"
"74","C.J. Mosley (NYJ)","1","3","0","0","0","0","0","0","1","3.8","3.8","64.2%"
"75","Germaine Pratt (CIN)","2","1","0","0","0","0","0","0","1","3.8","3.8","15.8%"
"76","Malik Harrison (BAL)","2","0","0","0","0","0","0","0","1","3.0","3.0","4.2%"
"77","Deion Jones (BUF)","1","0","0","1","0","0","0","0","1","3.0","3.0","2.0%"
"78","Jordyn Brooks (MIA)","1","2","0","0","0","0","0","0","1","3.0","3.0","24.1%"
"79","Leo Chenal (KC)","2","0","0","0","0","0","0","0","1","3.0","3.0","6.1%"
"80","David Long Jr. (MIA)","1","2","0","0","0","0","0","0","1","3.0","3.0","6.9%"
"81","SirVocea Dennis (TB)","1","1","0","0","0","0","0","0","1","2.3","2.3","4.0%"
"82","Preston Smith (GB)","1","1","0","0","0","0","0","0","1","2.3","2.3","9.9%"
"83","Tyler Matakevich (PIT)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"84","Zaven Collins (ARI)","1","1","0","0","0","0","0","0","1","2.3","2.3","5.1%"
"85","Christian Rozeboom (LAR)","0","1","0","1","0","0","0","0","1","2.3","2.3","3.7%"
"86","Troy Dye (LAC)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"87","Oren Burks (PHI)","1","0","0","0","0","0","0","0","1","1.5","1.5","2.9%"
"88","Anthony Barr (FA)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.2%"
"89","Malik Reed (FA)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"90","Mykal Walker (WAS)","0","2","0","0","0","0","0","0","1","1.5","1.5","1.1%"
"91","Nick Herbig (PIT)","0","1","0","0","0","0","0","0","1","0.8","0.8","2.8%"
"92","Troy Reeder (LAR)","0","1","0","0","0","0","0","0","1","0.8","0.8","1.2%"
"93","Akeem Davis-Gaither (CIN)","0","1","0","0","0","0","0","0","1","0.8","0.8","1.9%"
"94","Eku Leota (CAR)","0","1","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"95","Jamien Sherwood (NYJ)","0","1","0","0","0","0","0","0","1","0.8","0.8","2.4%"
"96","Jeremiah Trotter Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","5.0%"
"97","Sam Franklin Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"98","Jonas Griffith (DEN)","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"99","Liam McCullough (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Javin White (CHI)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Michael Hoecht (LAR)","5","1","0","0","0","0","0","0","1","0.0","0.0","13.0%"
"102","LaCale London (ATL)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"103","L.J. Collier (ARI)","0","0","0","0","0","0","0","0","0","0","0","0.9%"
"104","Ty Summers (JAC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Cody Barton (DEN)","0","0","0","0","0","0","0","0","0","0","0","11.3%"
"106","David Long Jr. (NYG)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Justin Hollins (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Jahlani Tavai (NE)","0","0","0","0","0","0","0","0","0","0","0","5.9%"
"109","Jacob Bobenmoyer (LV)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Del'Shawn Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"111","Joe Giles-Harris (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Anthony Nelson (TB)","1","1","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"113","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","E.J. Speed (IND)","0","0","0","0","0","0","0","0","0","0","0","40.0%"
"115","Cole Holcomb (PIT)","0","0","0","0","0","0","0","0","0","0","0","8.5%"
"116","Kaden Elliss (ATL)","0","0","0","0","0","0","0","0","0","0","0","14.3%"
"117","Tae Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"118","Ezekiel Turner (SF)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"119","Mack Wilson Sr. (ARI)","0","0","0","0","0","0","0","0","0","0","0","3.6%"
"120","Devin Bush Jr. (CLE)","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"121","Oshane Ximines (NE)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Brian Burns (NYG)","2","1","0","0","0","0","0","0","1","0.0","0.0","41.7%"
"123","Sam Eguavoen (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Josh Hines-Allen (JAC)","0","2","0.5","0","0","0","0","0","1","0.0","0.0","44.0%"
"125","Jachai Polite (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Nick Moore (BAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Carlo Kemp (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Markus Bailey (ARI)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"129","Tanner Muse (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"130","Khaleke Hudson (NO)","0","0","0","0","0","0","0","0","1","0.0","0.0","2.3%"
"131","Tomon Fox (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Janarius Robinson (LV)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"133","Justin Strnad (DEN)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"134","Blake Ferguson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Kristian Welch (GB)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"136","Cole Christiansen (KC)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"137","Cam Gill (CAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Demetrius Flannigan-Fowles (SF)","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"139","Curtis Bolton (MIA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"140","Willie Harvey Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Anthony Pittman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Luke Gifford (TEN)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Joe Bachie (CIN)","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"146","Shaquille Quarterman (FA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"147","Cam Brown (MIA)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"148","Keandre Jones (WAS)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","D.J. Wonnum (CAR)","2","2","1","0","0","0","0","0","1","0.0","0.0","11.5%"
"150","Carter Coughlin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Terrell Lewis (PHI)","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"152","Yetur Gross-Matos (SF)","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"153","Julian Okwara (PHI)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"154","K'Lavon Chaisson (CAR)","0","1","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"155","Zack Baun (PHI)","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"156","Trevis Gipson (JAC)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"157","Joshua Uche (NE)","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"158","Darrell Taylor (SEA)","1","1","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"159","Anfernee Jennings (NE)","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"160","Jacob Phillips (HOU)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"161","Jack Cochrane (KC)","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"162","Benton Whitley (NYG)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Jacob Hummel (LAR)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Keir Thomas (LAR)","0","1","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"165","Kana'i Mauga (LV)","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","William Kwenkeu (MIN)","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"167","Markquese Bell (DAL)","6","4","0","0","0","0","0","0","1","0.0","0.0","9.5%"
"168","Owen Carney Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Anfernee Orji (NO)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Zaire Barnes (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"171","David Perales (PIT)","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Andrew Farmer II (LAC)","0","0","0","0","0","0","0","0","0","0","0","0.1%"
