"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Cole Kmet (CHI)","6","8","55","9.2","18","0","2","0","0","0","0","1","17.5","17.5","69.8%"
"2","Dalton Schultz (HOU)","10","11","130","13.0","26","2","1","0","0","0","1","1","17.0","17.0","75.6%"
"3","Cade Otton (TB)","6","9","70","11.7","24","1","2","0","0","0","1","1","17.0","17.0","16.5%"
"4","Taysom Hill (NO)","4","5","13","3.3","6","0","1","11","52","0","0","1","16.6","16.6","35.8%"
"5","Jonnu Smith (MIA)","5","6","100","20.0","60","1","1","1","0","0","0","1","16.0","16.0","8.0%"
"6","Jake Ferguson (DAL)","7","10","91","13.0","40","1","1","0","0","0","0","1","15.1","15.1","89.5%"
"7","Luke Musgrave (GB)","3","4","51","17.0","25","2","1","0","0","0","0","1","11.1","11.1","8.1%"
"8","Hunter Henry (NE)","4","6","39","9.8","14","0","1","0","0","0","0","1","9.9","9.9","15.1%"
"9","Drew Sample (CIN)","3","4","30","10.0","22","1","1","0","0","0","0","1","9.0","9.0","0.1%"
"10","Juwan Johnson (NO)","5","5","29","5.8","14","0","1","0","0","0","0","1","8.9","8.9","9.5%"
"11","Irv Smith Jr. (KC)","3","4","26","8.7","11","0","1","0","0","0","0","1","8.6","8.6","1.7%"
"12","David Njoku (CLE)","4","6","26","6.5","15","0","1","0","0","0","0","1","8.6","8.6","93.6%"
"13","Mark Andrews (BAL)","9","10","80","8.9","16","0","0","0","0","0","0","1","8.0","8.0","73.3%"
"14","T.J. Hockenson (MIN)","7","12","69","9.9","29","1","0","0","0","0","0","1","6.9","6.9","81.1%"
"15","Tyler Conklin (NYJ)","6","6","66","11.0","33","1","0","0","0","0","0","1","6.6","6.6","16.7%"
"16","Dalton Kincaid (BUF)","10","11","81","8.1","13","0","0","0","0","0","1","1","6.1","6.1","86.3%"
"17","Kyle Pitts (ATL)","4","5","56","14.0","27","1","0","0","0","0","0","1","5.6","5.6","88.3%"
"18","Hayden Hurst (LAC)","2","4","54","27.0","48","1","0","0","0","0","0","1","5.4","5.4","2.2%"
"19","Dallas Goedert (PHI)","3","4","50","16.7","28","1","0","0","0","0","0","1","5.0","5.0","89.3%"
"20","Tanner Hudson (CIN)","4","5","45","11.3","17","0","0","0","0","0","0","1","4.5","4.5","2.6%"
"21","Daniel Bellinger (NYG)","3","3","43","14.3","23","1","0","0","0","0","0","1","4.3","4.3","0.8%"
"22","Isaiah Likely (BAL)","4","4","42","10.5","17","0","0","0","0","0","0","1","4.2","4.2","37.0%"
"23","Noah Gray (KC)","3","3","34","11.3","25","1","0","0","0","0","0","1","3.4","3.4","0.8%"
"24","Logan Thomas (SF)","4","5","31","7.8","11","0","0","0","0","0","0","1","3.1","3.1","19.2%"
"25","Chigoziem Okonkwo (TEN)","3","4","28","9.3","12","0","0","0","0","0","0","1","2.8","2.8","23.7%"
"26","Stephen Sullivan (CAR)","4","5","28","7.0","9","0","0","0","0","0","0","1","2.8","2.8","0.1%"
"27","Foster Moreau (NO)","1","1","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","0.1%"
"28","Trey McBride (ARI)","3","5","22","7.3","12","0","0","0","0","0","0","1","2.2","2.2","91.4%"
"29","Drew Ogletree (IND)","1","3","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","0.1%"
"30","Johnny Mundt (MIN)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","1.5%"
"31","Gerald Everett (CHI)","2","2","18","9.0","17","0","0","0","0","0","0","1","1.8","1.8","23.4%"
"32","Durham Smythe (MIA)","3","3","17","5.7","8","0","0","0","0","0","0","1","1.7","1.7","0.6%"
"33","Connor Heyward (PIT)","2","3","16","8.0","11","0","0","0","0","0","0","1","1.6","1.6","0.2%"
"34","Travis Kelce (KC)","3","4","14","4.7","7","0","0","0","0","0","0","1","1.4","1.4","99.9%"
"35","Tommy Tremble (CAR)","2","2","12","6.0","11","0","0","0","0","0","0","1","1.2","1.2","0.3%"
"36","Michael Mayer (LV)","2","2","11","5.5","7","0","0","0","0","0","0","1","1.1","1.1","4.4%"
