"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Terrel Bernard (BUF)","5","2","2","1","1","0","1","0","1","32.5","32.5","49.2%"
"2","Zaire Franklin (IND)","11","4","1","0","0","0","0","0","1","26.0","26.0","92.4%"
"3","Kyzir White (ARI)","8","6","0","1","1","0","0","0","1","25.5","25.5","21.4%"
"4","Micah McFadden (NYG)","9","1","0","0","0","0","0","0","1","24.3","24.3","7.1%"
"5","Rashan Gary (GB)","3","0","3","0","0","0","0","0","1","24.0","24.0","10.2%"
"6","Lavonte David (TB)","9","4","1","0","0","0","0","0","1","23.0","23.0","52.5%"
"7","Kenneth Murray Jr. (TEN)","8","1","0","1","1","0","0","0","1","21.8","21.8","14.2%"
"8","T.J. Edwards (CHI)","6","10","0","0","0","0","0","0","1","21.5","21.5","78.7%"
"9","Samson Ebukam (IND)","4","1","1","0","0","1","0","0","1","19.8","19.8","8.2%"
"10","Logan Wilson (CIN)","3","1","0","2","2","0","0","0","1","18.3","18.3","62.2%"
"11","Matthew Judon (NE)","2","3","2","0","0","0","0","0","1","18.3","18.3","17.0%"
"12","Blake Cashman (MIN)","3","2","0","2","1","0","1","0","1","18.0","18.0","13.4%"
"13","Azeez Al-Shaair (HOU)","3","6","1","0","0","0","0","0","1","18.0","18.0","42.4%"
"14","Leonard Floyd (SF)","2","1","2","0","0","0","0","0","1","16.8","16.8","4.8%"
"15","Foyesade Oluokun (JAC)","8","6","0","0","0","0","0","0","1","16.5","16.5","94.3%"
"16","Jordan Hicks (CLE)","5","1","0","0","0","1","1","0","1","16.3","16.3","28.8%"
"17","T.J. Watt (PIT)","2","0","2","0","0","0","0","0","1","16.0","16.0","79.0%"
"18","Ernest Jones IV (LAR)","7","2","0","1","0","0","0","0","1","16.0","16.0","59.8%"
"19","Devin White (PHI)","5","2","0","1","1","0","0","0","1","15.5","15.5","21.2%"
"20","Roquan Smith (BAL)","4","8","0.5","1","0","0","0","0","1","15.5","15.5","90.7%"
"21","Alex Singleton (DEN)","7","3","0","0","0","0","0","0","1","15.3","15.3","63.4%"
"22","Cody Barton (DEN)","7","6","0","0","0","0","0","0","1","15.0","15.0","11.3%"
"23","Quincy Williams (NYJ)","7","2","0","0","0","0","0","0","1","14.5","14.5","50.7%"
"24","Jamin Davis (WAS)","6","5","0","1","0","0","0","0","1","14.3","14.3","7.9%"
"25","Patrick Queen (PIT)","7","5","0","0","0","0","0","0","1","14.3","14.3","43.1%"
"26","Kaden Elliss (ATL)","5","5","0","0","0","0","0","0","1","13.8","13.8","14.3%"
"27","Henry To'oTo'o (HOU)","6","4","0","1","0","0","0","0","1","13.5","13.5","6.9%"
"28","Pete Werner (NO)","7","4","0","0","0","0","0","0","1","13.5","13.5","9.8%"
"29","Krys Barnes (ARI)","6","1","0","2","0","0","0","0","1","12.8","12.8","6.9%"
"30","C.J. Mosley (NYJ)","7","3","0","0","0","0","0","0","1","12.8","12.8","64.2%"
"31","Kamu Grugier-Hill (MIN)","7","3","0","0","0","0","0","0","1","12.8","12.8","6.6%"
"32","Jordyn Brooks (MIA)","5","3","0","0","0","0","0","0","1","12.3","12.3","24.1%"
