"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Cole Kmet (CHI)","7","9","85","12.1","22","2","2","1","1","0","0","1","20.6","20.6","69.8%"
"2","Mark Andrews (BAL)","5","5","80","16.0","36","1","2","0","0","0","0","1","20.0","20.0","73.3%"
"3","Drew Ogletree (IND)","3","4","48","16.0","22","2","1","0","0","0","0","1","10.8","10.8","0.1%"
"4","Dalton Schultz (HOU)","3","3","42","14.0","29","1","1","0","0","0","0","1","10.2","10.2","75.6%"
"5","Mo Alie-Cox (IND)","1","1","35","35.0","35","1","1","0","0","0","0","1","9.5","9.5","0.1%"
"6","Jonnu Smith (MIA)","6","6","95","15.8","33","1","0","0","0","0","0","1","9.5","9.5","8.0%"
"7","Noah Gray (KC)","1","3","34","34.0","34","1","1","0","0","0","0","1","9.4","9.4","0.8%"
"8","Josh Whyle (TEN)","2","2","26","13.0","24","1","1","0","0","0","0","1","8.6","8.6","0.1%"
"9","Jake Ferguson (DAL)","7","7","77","11.0","21","1","0","0","0","0","0","1","7.7","7.7","89.5%"
"10","Cade Otton (TB)","3","4","13","4.3","6","0","1","0","0","0","0","1","7.3","7.3","16.5%"
"11","Tyler Higbee (LAR)","5","11","64","12.8","33","1","0","0","0","0","0","1","6.4","6.4","19.5%"
"12","Noah Fant (SEA)","2","2","63","31.5","51","1","0","0","0","0","0","1","6.3","6.3","2.2%"
"13","C.J. Uzomah (PHI)","1","1","1","1.0","1","0","1","0","0","0","0","1","6.1","6.1","0.1%"
"14","Travis Kelce (KC)","6","9","60","10.0","16","0","0","0","0","0","0","1","6.0","6.0","99.9%"
"15","Evan Engram (JAC)","7","8","59","8.4","19","0","0","0","0","0","0","1","5.9","5.9","96.4%"
"16","Tyler Conklin (NYJ)","4","6","58","14.5","25","1","0","0","0","0","0","1","5.8","5.8","16.7%"
"17","Sam LaPorta (DET)","4","5","56","14.0","35","1","0","0","0","0","0","1","5.6","5.6","98.9%"
"18","Zach Ertz (WAS)","6","10","53","8.8","15","0","0","0","0","0","0","1","5.3","5.3","3.4%"
"19","Hunter Henry (NE)","4","5","51","12.8","21","1","0","0","0","0","0","1","5.1","5.1","15.1%"
"20","David Njoku (CLE)","6","7","46","7.7","15","0","0","0","0","0","0","1","4.6","4.6","93.6%"
"21","Logan Thomas (SF)","3","3","41","13.7","27","1","0","1","2","0","0","1","4.3","4.3","19.2%"
"22","Durham Smythe (MIA)","4","4","41","10.3","22","1","0","0","0","0","0","1","4.1","4.1","0.6%"
"23","Josiah Deguara (JAC)","4","4","34","8.5","13","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"24","Chigoziem Okonkwo (TEN)","3","3","29","9.7","13","0","0","0","0","0","0","1","2.9","2.9","23.7%"
"25","Dalton Kincaid (BUF)","4","5","27","6.8","9","0","0","0","0","0","0","1","2.7","2.7","86.3%"
"26","Jeremy Ruckert (NYJ)","2","2","26","13.0","23","1","0","0","0","0","0","1","2.6","2.6","0.2%"
"27","Dallas Goedert (PHI)","2","4","25","12.5","17","0","0","0","0","0","0","1","2.5","2.5","89.3%"
"28","Kylen Granson (IND)","2","5","24","12.0","17","0","0","0","0","0","0","1","2.4","2.4","0.6%"
"29","T.J. Hockenson (MIN)","2","3","24","12.0","16","0","0","0","0","0","0","1","2.4","2.4","81.1%"
"30","Taysom Hill (NO)","1","1","7","7.0","7","0","0","4","10","0","0","1","2.2","2.2","35.8%"
"31","Darren Waller (FA)","3","3","21","7.0","8","0","0","0","0","0","0","1","2.1","2.1","45.4%"
"32","Kyle Pitts (ATL)","2","4","21","10.5","13","0","0","0","0","0","0","1","2.1","2.1","88.3%"
"33","Robert Tonyan (MIN)","2","2","18","9.0","9","0","0","0","0","0","0","1","1.8","1.8","0.1%"
"34","Tanner Hudson (CIN)","2","2","18","9.0","12","0","0","0","0","0","0","1","1.8","1.8","2.6%"
"35","Dawson Knox (BUF)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","4.7%"
"36","Mike Gesicki (CIN)","1","3","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","2.2%"
"37","Austin Hooper (NE)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.3%"
"38","Chris Manhertz (NYG)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"39","Luke Farrell (JAC)","2","2","10","5.0","7","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"40","Darnell Washington (PIT)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.3%"
"41","Gerald Everett (CHI)","2","2","9","4.5","6","0","0","0","0","0","0","1","0.9","0.9","23.4%"
"42","George Kittle (SF)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","97.5%"
"43","Marcedes Lewis (CHI)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"44","Nate Adkins (DEN)","2","2","8","4.0","6","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"45","Pat Freiermuth (PIT)","3","4","7","2.3","9","0","0","0","0","0","0","1","0.7","0.7","57.5%"
"46","Mitchell Wilcox (NE)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"47","Hayden Hurst (LAC)","1","3","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","2.2%"
"48","Daniel Bellinger (NYG)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.8%"
"49","John Bates (WAS)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"50","Jordan Akins (CLE)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"51","Brycen Hopkins (FA)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"52","Tucker Kraft (GB)","2","2","5","2.5","6","0","0","0","0","0","0","1","0.5","0.5","11.2%"
"53","Trey McBride (ARI)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","91.4%"
"54","Harrison Bryant (LV)","1","1","2","2.0","2","0","0","1","2","0","0","1","0.4","0.4","0.1%"
"55","Luke Musgrave (GB)","1","1","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","8.1%"
"56","Jody Fortson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Donald Parham Jr. (LAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"58","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Parker Hesse (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Josh Oliver (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"62","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"63","Hakeem Butler (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Albert Okwuegbunam Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"65","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Foster Moreau (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"67","Jesper Horsted (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Trevon Wesco (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Tyree Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Irv Smith Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"71","Zach Gentry (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Andrew Beck (HOU)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"73","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Colby Parkinson (LAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"75","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.1%"
"77","Adam Trautman (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"78","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.5%"
"79","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"81","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"82","Lawrence Cager (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Sean McKeon (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Giovanni Ricci (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Tommy Hudson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Ben Sims (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"90","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"93","Brenton Strange (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"94","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"95","Luke Schoonmaker (DAL)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"96","Griffin Hebert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Patrick Murtagh (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Joel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Blake Whiteheart (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Julian Hill (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Kehinde Oginni (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Jaheim Bell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"108","Dallin Holker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Leroy Watson IV (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Rodney Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Zaire Mitchell-Paden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Brenden Bates (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Steven Stilianos (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Luke Benson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Messiah Swinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Jack Westover (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Mason Pline (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Jacob Warren (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"124","Treyton Welch (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Alec Holler (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Zach Heins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Mike Rigerman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Riley Sharp (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Lincoln Sefcik (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Shawn Bowman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Kevin Foelsch (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Trent Pennix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Neal Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Thomas Yassmin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","McCallan Castles (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Izaiah Gathings (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Jordan Murray (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"147","AJ Barner (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"148","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3%"
"149","La'Michael Pettway (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Stone Smartt (LAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"151","Austin Stogner (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Elijah Higgins (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"153","Theo Johnson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"154","Michael Mayer (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.4%"
"155","Baylor Cupp (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Peyton Hendershot (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"157","Ben Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Josh Pederson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Jacob Harris (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"160","Sammis Reyes (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Jack Stoll (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","James Mitchell (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"163","Greg Dulcich (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"164","Tommy Tremble (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"165","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"166","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"167","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"170","Brock Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.2%"
"171","Trey Knox (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Miller Forristall (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Brock Wright (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"174","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Cameron Latu (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"176","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Lucas Krull (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"178","Nick Muse (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Teagan Quitoriano (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"180","John FitzPatrick (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"181","Grant Calcaterra (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"182","Nikola Kalinic (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Ja'Tavion Sanders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"184","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"185","Connor Heyward (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"186","Sal Cannella (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"188","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Zach Davidson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Michael Jacobson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Davis Allen (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"192","Erick All Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"193","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"194","Will Mallory (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Isaiah Likely (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","37.0%"
"196","Cole Turner (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"197","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"198","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"200","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
