"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","DaRon Bland (DAL)","6","1","0","2","1","0","0","1","1","23.8","23.8","41.2%"
"2","Kyle Dugger (NE)","6","2","1","1","1","0","0","0","1","23.5","23.5","22.7%"
"3","Isaiah Oliver (NYJ)","6","3","0","1","0","0","1","0","1","21.8","21.8","0.2%"
"4","Ja'Quan McMillian (DEN)","5","1","0","1","1","0","0","0","1","19.8","19.8","1.0%"
"5","Marcus Peters (FA)","3","2","0","1","1","0","0","1","1","18.5","18.5","1.1%"
"6","Kyle Hamilton (BAL)","9","1","0","1","0","0","0","0","1","18.3","18.3","46.9%"
"7","Reed Blankenship (PHI)","7","1","0","1","1","0","0","0","1","17.8","17.8","40.5%"
"8","Marshon Lattimore (NO)","9","0","0","1","0","0","0","0","1","17.5","17.5","5.7%"
"9","Ryan Neal (FA)","10","3","0","0","0","0","0","0","1","17.3","17.3","1.9%"
"10","Tyrique Stevenson (CHI)","10","2","0","0","0","0","0","0","1","16.5","16.5","12.0%"
"11","Joshua Metellus (MIN)","5","3","0","1","1","0","0","0","1","16.3","16.3","41.5%"
"12","Brandon Stephens (BAL)","6","1","0","1","1","0","0","0","1","16.3","16.3","4.0%"
"13","Andrew Wingard (JAC)","5","1","0","2","1","0","0","0","1","16.3","16.3","1.4%"
"14","Marcus Epps (LV)","9","0","0","0","0","0","0","0","1","16.0","16.0","3.9%"
"15","Jordan Whitehead (TB)","4","4","0","1","0","0","0","0","1","15.5","15.5","15.6%"
"16","Tony Adams (NYJ)","7","3","0","0","0","0","0","0","1","15.3","15.3","3.6%"
"17","Jamel Dean (TB)","8","0","0","2","0","0","0","0","1","15.0","15.0","12.0%"
"18","Camryn Bynum (MIN)","6","1","0.5","2","0","0","0","0","1","14.8","14.8","54.8%"
"19","Jordan Fuller (CAR)","5","1","0","1","1","0","0","0","1","14.8","14.8","9.0%"
"20","Martin Emerson Jr. (CLE)","5","1","0","1","1","0","0","0","1","14.8","14.8","2.4%"
"21","Kamren Curl (LAR)","5","2","0","1","0","1","0","0","1","14.5","14.5","29.2%"
"22","Keanu Neal (FA)","7","0","0","0","0","0","1","0","1","14.5","14.5","0.5%"
"23","Xavier Woods (CAR)","6","2","0","0","0","0","1","0","1","14.5","14.5","9.2%"
"24","Paulson Adebo (NO)","3","0","0","3","1","0","0","0","1","14.0","14.0","26.2%"
"25","Donte Jackson (PIT)","5","0","0","0","0","1","0","0","1","14.0","14.0","3.2%"
"26","Nate Hobbs (LV)","4","2","1","0","0","0","0","0","1","14.0","14.0","32.3%"
"27","Taron Johnson (BUF)","4","2","1","0","0","0","0","0","1","14.0","14.0","30.4%"
"28","Damontae Kazee (PIT)","5","0","0","1","1","0","0","0","1","14.0","14.0","1.2%"
"29","Jamal Adams (TEN)","5","3","0","1","0","0","0","0","1","13.8","13.8","3.5%"
"30","Sydney Brown (PHI)","7","1","0","0","0","0","0","0","1","13.8","13.8","2.6%"
"31","Talanoa Hufanga (SF)","8","2","0","0","0","0","0","0","1","13.5","13.5","13.1%"
"32","Justin Simmons (FA)","2","0","0","1","1","0","1","0","1","13.5","13.5","11.4%"
"33","Riq Woolen (SEA)","2","0","0","2","1","0","0","0","1","13.5","13.5","4.0%"
"34","Tracy Walker III (FA)","3","3","1","0","0","0","0","0","1","13.3","13.3","1.5%"
"35","Derwin James Jr. (LAC)","4","1","0","1","1","0","0","0","1","13.3","13.3","75.2%"
"36","Tashaun Gipson Sr. (FA)","6","2","0","0","0","0","0","0","1","13.0","13.0","0.1%"
"37","Tre'von Moehrig (LV)","7","3","0","0","0","0","0","0","1","12.8","12.8","4.9%"
"38","Kristian Fulton (LAC)","5","4","0","1","0","0","0","0","1","12.0","12.0","1.5%"
"39","Amani Hooker (TEN)","7","0","0","1","0","0","0","0","1","12.0","12.0","14.2%"
"40","Geno Stone (CIN)","3","1","0","1","1","0","0","0","1","11.8","11.8","3.3%"
"41","Jalen Thompson (ARI)","4","2","0","1","0","0","0","0","1","11.5","11.5","16.3%"
"42","Jordan Poyer (MIA)","3","5","0","2","0","0","0","0","1","11.3","11.3","24.3%"
"43","Richie Grant (ATL)","5","3","0","1","0","0","0","0","1","11.3","11.3","12.0%"
"44","Kerby Joseph (DET)","2","0","0","2","1","0","0","0","1","11.0","11.0","9.8%"
"45","Kendall Fuller (MIA)","4","1","0","0","0","0","1","0","1","10.8","10.8","6.0%"
"46","Shaq Griffin (MIN)","7","0","0","0","0","0","0","0","1","10.5","10.5","1.1%"
"47","Antonio Hamilton Sr. (ATL)","5","0","0","2","0","0","0","0","1","10.5","10.5","0.5%"
"48","Quandre Diggs (FA)","5","4","0","0","0","0","0","0","1","10.5","10.5","2.6%"
"49","Asante Samuel Jr. (LAC)","5","0","0","2","0","0","0","0","1","10.5","10.5","3.9%"
"50","Jordan Howden (NO)","4","4","0","1","0","0","0","0","1","10.5","10.5","2.0%"
