"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","9","9","124","13.8","40","1","0","0","0","0","0","1","12.4","12.4","99.9%"
"2","Dalton Schultz (HOU)","4","7","61","15.3","31","1","1","0","0","0","0","1","12.1","12.1","75.6%"
"3","Kyle Pitts (ATL)","4","6","43","10.8","19","0","1","0","0","0","0","1","10.3","10.3","88.3%"
"4","Jonnu Smith (MIA)","4","5","36","9.0","17","0","1","0","0","0","0","1","9.6","9.6","8.0%"
"5","Brenton Strange (JAC)","2","3","27","13.5","17","0","1","0","0","0","0","1","8.7","8.7","0.1%"
"6","Gerald Everett (CHI)","3","5","16","5.3","15","0","1","1","2","0","0","1","7.8","7.8","23.4%"
"7","Michael Mayer (LV)","5","6","75","15.0","32","1","0","0","0","0","0","1","7.5","7.5","4.4%"
"8","Quintin Morris (BUF)","1","1","15","15.0","15","0","1","0","0","0","0","1","7.5","7.5","0.0%"
"9","Mark Andrews (BAL)","4","6","69","17.3","38","2","0","1","0","0","0","1","6.9","6.9","73.3%"
"10","Kylen Granson (IND)","3","4","67","22.3","45","2","0","0","0","0","0","1","6.7","6.7","0.6%"
"11","Trey McBride (ARI)","4","5","62","15.5","27","1","0","0","0","0","0","1","6.2","6.2","91.4%"
"12","Taysom Hill (NO)","7","8","49","7.0","11","0","0","1","2","0","0","1","5.3","5.3","35.8%"
"13","T.J. Hockenson (MIN)","6","8","50","8.3","21","1","0","0","0","0","0","1","5.0","5.0","81.1%"
"14","Darren Waller (FA)","5","7","43","8.6","20","1","0","0","0","0","0","1","4.3","4.3","45.4%"
"15","Dallas Goedert (PHI)","5","8","42","8.4","13","0","0","0","0","0","0","1","4.2","4.2","89.3%"
"16","Evan Engram (JAC)","7","7","41","5.9","19","0","0","0","0","0","0","1","4.1","4.1","96.4%"
"17","Sam LaPorta (DET)","4","11","36","9.0","19","0","0","0","0","0","0","1","3.6","3.6","98.9%"
"18","Foster Moreau (NO)","4","4","33","8.3","17","0","0","0","0","0","0","1","3.3","3.3","0.1%"
"19","Mike Gesicki (CIN)","3","3","28","9.3","15","0","0","0","0","0","0","1","2.8","2.8","2.2%"
"20","Tommy Tremble (CAR)","2","2","25","12.5","21","1","0","0","0","0","0","1","2.5","2.5","0.3%"
"21","Tyler Conklin (NYJ)","3","4","24","8.0","14","0","0","0","0","0","0","1","2.4","2.4","16.7%"
"22","David Njoku (CLE)","3","4","24","8.0","10","0","0","0","0","0","0","1","2.4","2.4","93.6%"
"23","Zach Ertz (WAS)","2","5","22","11.0","12","0","0","0","0","0","0","1","2.2","2.2","3.4%"
"24","Austin Hooper (NE)","2","2","19","9.5","12","0","0","0","0","0","0","1","1.9","1.9","0.3%"
"25","Colby Parkinson (LAR)","3","5","19","6.3","8","0","0","0","0","0","0","1","1.9","1.9","0.7%"
"26","Donald Parham Jr. (LAC)","2","3","19","9.5","13","0","0","0","0","0","0","1","1.9","1.9","1.1%"
"27","Tyler Higbee (LAR)","2","3","18","9.0","9","0","0","0","0","0","0","1","1.8","1.8","19.5%"
"28","Chigoziem Okonkwo (TEN)","2","4","18","9.0","11","0","0","0","0","0","0","1","1.8","1.8","23.7%"
"29","Dawson Knox (BUF)","3","6","17","5.7","10","0","0","0","0","0","0","1","1.7","1.7","4.7%"
"30","Hayden Hurst (LAC)","1","3","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","2.2%"
"31","Cade Otton (TB)","1","2","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","16.5%"
"32","Noah Gray (KC)","2","2","14","7.0","6","0","0","1","1","0","0","1","1.5","1.5","0.8%"
"33","Pharaoh Brown (SEA)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"34","Jake Ferguson (DAL)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","89.5%"
"35","Brevin Jordan (HOU)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","5.1%"
"36","Robert Tonyan (MIN)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"37","Josh Whyle (TEN)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"38","MyCole Pruitt (PIT)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"39","Noah Fant (SEA)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","2.2%"
"40","Cole Kmet (CHI)","2","3","9","4.5","7","0","0","0","0","0","0","1","0.9","0.9","69.8%"
"41","Jeremy Ruckert (NYJ)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.2%"
"42","Payne Durham (TB)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"43","Brock Wright (DET)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.2%"
"44","Hunter Henry (NE)","1","3","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","15.1%"
"45","Irv Smith Jr. (KC)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.7%"
"46","Will Dissly (LAC)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.2%"
"47","Drew Sample (CIN)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"48","Adam Trautman (DEN)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.2%"
"49","Greg Dulcich (DEN)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","3.9%"
"50","Logan Thomas (SF)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","19.2%"
"51","George Kittle (SF)","1","2","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","97.5%"
"52","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Jody Fortson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Parker Hesse (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Brycen Hopkins (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Josh Oliver (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"58","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"59","Hakeem Butler (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Albert Okwuegbunam Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"61","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Jesper Horsted (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Zach Gentry (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Andrew Beck (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"66","Trevon Wesco (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Tyree Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Harrison Bryant (LV)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"69","Josiah Deguara (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Pat Freiermuth (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.5%"
"72","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"73","Mitchell Wilcox (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Juwan Johnson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.5%"
"75","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"77","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"78","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Tommy Hudson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Lawrence Cager (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Giovanni Ricci (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Sean McKeon (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Ben Sims (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"86","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Tucker Kraft (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.2%"
"88","Luke Musgrave (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.1%"
"89","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"90","Luke Schoonmaker (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"91","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Joel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Patrick Murtagh (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Griffin Hebert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Blake Whiteheart (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Dalton Kincaid (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86.3%"
"101","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Kehinde Oginni (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Rodney Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Jaheim Bell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"106","Dallin Holker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Leroy Watson IV (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Zaire Mitchell-Paden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Julian Hill (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Brenden Bates (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Steven Stilianos (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Luke Benson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Messiah Swinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Jack Westover (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Mason Pline (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Jacob Warren (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"121","Treyton Welch (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Alec Holler (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Zach Heins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Mike Rigerman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Riley Sharp (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Lincoln Sefcik (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Shawn Bowman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Kevin Foelsch (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Trent Pennix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Neal Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Thomas Yassmin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","McCallan Castles (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Izaiah Gathings (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Jordan Murray (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Nate Adkins (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"145","AJ Barner (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"146","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3%"
"147","La'Michael Pettway (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Elijah Higgins (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"149","Theo Johnson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"150","Austin Stogner (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Baylor Cupp (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Ben Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Josh Pederson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Jacob Harris (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Sammis Reyes (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Jack Stoll (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","James Mitchell (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"158","Peyton Hendershot (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"159","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"161","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
