"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Tre Brown (SEA)","4","0","1","2","1","1","0","1","1","30.5","30.5","0.8%"
"2","Jason Pinnock (NYG)","10","3","0","0","0","0","0","0","1","24.8","24.8","14.8%"
"3","Julian Love (SEA)","10","3","0","0","0","0","1","0","1","21.3","21.3","32.4%"
"4","Deommodore Lenoir (SF)","8","2","0","1","1","0","0","0","1","20.0","20.0","13.0%"
"5","L'Jarius Sneed (TEN)","6","1","0","2","0","0","1","0","1","19.3","19.3","46.8%"
"6","Geno Stone (CIN)","7","2","0","1","1","0","0","0","1","18.5","18.5","3.3%"
"7","Camryn Bynum (MIN)","6","9","0","0","0","0","0","0","1","18.3","18.3","54.8%"
"8","Grant Delpit (CLE)","4","2","0","1","1","0","1","0","1","18.0","18.0","20.5%"
"9","Jalen Thompson (ARI)","5","2","0","1","1","0","0","0","1","18.0","18.0","16.3%"
"10","Dax Hill (CIN)","9","3","0","1","0","0","0","0","1","17.3","17.3","15.2%"
"11","Jevon Holland (MIA)","6","5","0","1","0","0","0","0","1","16.8","16.8","20.0%"
"12","M.J. Stewart Jr. (HOU)","6","4","0","0","0","1","0","0","1","16.0","16.0","4.0%"
"13","Myles Bryant (HOU)","6","0","0","1","0","0","0","0","1","15.5","15.5","2.6%"
"14","Xavien Howard (FA)","6","0","0","1","1","0","0","0","1","15.5","15.5","1.3%"
"15","Christian Gonzalez (NE)","6","0","0","1","1","0","0","0","1","15.5","15.5","13.5%"
"16","Tre Avery (TEN)","7","1","0","1","0","0","0","0","1","15.3","15.3","0.1%"
"17","Charvarius Ward (SF)","8","2","0","1","0","0","0","0","1","15.0","15.0","29.5%"
"18","Darious Williams (LAR)","4","1","0","1","0","1","0","0","1","14.8","14.8","9.5%"
"19","Vonn Bell (CIN)","3","3","0","2","1","0","0","0","1","14.8","14.8","4.6%"
"20","Jordan Whitehead (TB)","7","2","0","0","0","0","0","0","1","14.5","14.5","15.6%"
"21","Denzel Ward (CLE)","5","0","0","2","0","1","0","0","1","14.5","14.5","4.9%"
"22","Kevin Byard III (CHI)","7","5","0","0","0","0","0","0","1","14.3","14.3","27.6%"
"23","Alontae Taylor (NO)","5","0","0","1","0","0","0","0","1","14.0","14.0","2.7%"
"24","Rasul Douglas (BUF)","4","0","0","2","1","0","0","0","1","14.0","14.0","7.4%"
"25","Tre Herndon (NYG)","4","3","0","1","0","1","0","0","1","13.8","13.8","0.1%"
"26","Marcus Maye (MIA)","6","1","1","0","0","0","0","0","1","13.8","13.8","1.6%"
"27","Rayshawn Jenkins (SEA)","6","2","0","2","0","0","0","0","1","13.5","13.5","23.9%"
"28","Derwin James Jr. (LAC)","7","4","0","0","0","0","0","0","1","13.5","13.5","75.2%"
"29","Christian Izien (TB)","2","2","0","1","1","0","0","0","1","13.5","13.5","0.6%"
"30","Isaiah Oliver (NYJ)","3","3","0","1","1","0","0","0","1","13.3","13.3","0.2%"
"31","Sauce Gardner (NYJ)","4","2","0","1","0","1","0","0","1","13.0","13.0","18.1%"
"32","Damontae Kazee (PIT)","6","0","0","0","0","0","1","0","1","13.0","13.0","1.2%"
"33","Julian Blackmon (IND)","7","3","0","0","0","0","0","0","1","12.8","12.8","13.6%"
"34","Justin Simmons (FA)","7","3","0","0","0","0","0","0","1","12.8","12.8","11.4%"
"35","Theo Jackson (MIN)","4","0","0","1","1","0","0","0","1","12.5","12.5","0.2%"
"36","Emmanuel Forbes Jr. (WAS)","3","0","0","2","1","0","0","0","1","12.5","12.5","2.5%"
"37","Terrell Edmunds (JAC)","5","1","0","0","0","1","0","0","1","12.3","12.3","1.0%"
"38","Xavier Woods (CAR)","4","4","0","2","0","0","0","0","1","12.0","12.0","9.2%"
"39","Kerby Joseph (DET)","6","2","0","1","0","0","0","0","1","12.0","12.0","9.8%"
"40","Ryan Neal (FA)","4","4","0","0","0","0","0","0","1","11.5","11.5","1.9%"
"41","Damarri Mathis (DEN)","6","0","0","0","0","0","0","0","1","11.5","11.5","1.1%"
"42","Greg Stroman Jr. (CHI)","5","2","0","0","0","0","0","0","1","11.5","11.5","0.5%"
"43","Jordan Fuller (CAR)","3","4","0","0","0","1","0","0","1","11.5","11.5","9.0%"
"44","Xavier McKinney (GB)","6","1","0","1","0","0","0","0","1","11.3","11.3","35.2%"
"45","Minkah Fitzpatrick (PIT)","5","1","0","2","0","0","0","0","1","11.3","11.3","37.1%"
"46","Joshua Metellus (MIN)","6","3","0","0","0","0","0","0","1","11.3","11.3","41.5%"
"47","Eli Apple (FA)","5","1","0","2","0","0","0","0","1","11.3","11.3","0.0%"
"48","Jamel Dean (TB)","7","1","0","0","0","0","0","0","1","11.3","11.3","12.0%"
"49","C.J. Gardner-Johnson (PHI)","7","1","0","0","0","0","0","0","1","11.3","11.3","16.4%"
"50","Marcus Epps (LV)","5","1","0","0","0","0","0","0","1","10.8","10.8","3.9%"
"51","Asante Samuel Jr. (LAC)","5","1","0","0","0","0","0","0","1","10.8","10.8","3.9%"
"52","Kenny Moore II (IND)","5","1","0","0","0","0","0","0","1","10.8","10.8","27.9%"
"53","DeShon Elliott (PIT)","3","1","0","1","0","0","1","0","1","10.8","10.8","7.4%"
"54","Kei'Trel Clark (ARI)","5","0","0","2","0","0","0","0","1","10.5","10.5","0.2%"
"55","Jakorian Bennett (LV)","5","4","0","0","0","0","0","0","1","10.5","10.5","0.7%"
"56","Jerry Jacobs (LAR)","6","2","0","0","0","0","0","0","1","10.5","10.5","12.5%"
"57","Darnell Savage Jr. (JAC)","6","2","0","0","0","0","0","0","1","10.5","10.5","4.5%"
"58","Malik Hooker (DAL)","1","1","0","2","1","0","0","0","1","10.3","10.3","3.2%"
"59","Andre Cisco (JAC)","1","1","0","2","1","0","0","0","1","10.3","10.3","3.1%"
"60","Roger McCreary (TEN)","4","2","0","0","0","0","0","0","1","10.0","10.0","20.1%"
"61","K'Von Wallace (SEA)","5","3","0","0","0","0","0","0","1","9.8","9.8","1.5%"
"62","Kamren Curl (LAR)","4","5","0","0","0","0","0","0","1","9.8","9.8","29.2%"
"63","Darius Slay Jr. (PHI)","5","1","0","1","0","0","0","0","1","9.8","9.8","10.0%"
"64","C.J. Henderson (HOU)","6","1","0","0","0","0","0","0","1","9.8","9.8","0.7%"
"65","Nate Hobbs (LV)","4","3","0","1","0","0","0","0","1","9.8","9.8","32.3%"
"66","Sean Murphy-Bunting (ARI)","2","3","0","3","0","0","0","0","1","9.8","9.8","8.4%"
"67","Nick Scott (CAR)","4","5","0","0","0","0","0","0","1","9.8","9.8","1.5%"
"68","Jayron Kearse (FA)","2","0","0","1","1","0","0","0","1","9.5","9.5","0.9%"
"69","Trevon Diggs (DAL)","1","0","0","2","1","0","0","0","1","9.5","9.5","13.0%"
"70","Paulson Adebo (NO)","3","1","0","0","0","0","1","0","1","9.3","9.3","26.2%"
"71","Jaylon Johnson (CHI)","3","1","0","0","0","1","0","0","1","9.3","9.3","4.2%"
"72","Cameron Sutton (PIT)","6","0","0","0","0","0","0","0","1","9.0","9.0","0.1%"
"73","Keanu Neal (FA)","4","2","0","1","0","0","0","0","1","9.0","9.0","0.5%"
"74","Akayleb Evans (MIN)","3","4","0","1","0","0","0","0","1","9.0","9.0","3.1%"
"75","Jaire Alexander (GB)","5","0","0","1","0","0","0","0","1","9.0","9.0","8.0%"
"76","Rudy Ford (FA)","5","2","0","0","0","0","0","0","1","9.0","9.0","3.8%"
"77","Deonte Banks (NYG)","4","0","0","0","0","0","0","0","1","8.5","8.5","12.7%"
"78","Justin Evans (FA)","2","0","0","1","0","0","1","0","1","8.5","8.5","0.2%"
"79","Adoree' Jackson (FA)","4","1","0","1","0","0","0","0","1","8.3","8.3","1.0%"
"80","Derek Stingley Jr. (HOU)","5","1","0","0","0","0","0","0","1","8.3","8.3","10.6%"
"81","Josh Jobe (PHI)","5","1","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"82","Tyrique Stevenson (CHI)","4","3","0","0","0","0","0","0","1","8.3","8.3","12.0%"
"83","Donte Jackson (PIT)","5","1","0","0","0","0","0","0","1","8.3","8.3","3.2%"
"84","Mike Hilton (CIN)","4","1","0","1","0","0","0","0","1","8.3","8.3","10.3%"
"85","Justin Reid (KC)","5","1","0","0","0","0","0","0","1","8.3","8.3","32.5%"
"86","Tyson Campbell (JAC)","3","5","0","0","0","0","0","0","1","8.3","8.3","16.1%"
"87","Tre'von Moehrig (LV)","4","1","0","1","0","0","0","0","1","8.3","8.3","4.9%"
