"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","12","13","179","14.9","53","2","1","0","0","0","0","1","23.9","23.9","99.9%"
"2","Mark Andrews (BAL)","4","6","63","15.8","22","2","2","0","0","0","0","1","18.3","18.3","73.3%"
"3","Darren Waller (FA)","7","8","98","14.0","27","1","1","0","0","0","0","1","15.8","15.8","45.4%"
"4","Dallas Goedert (PHI)","5","5","77","15.4","22","2","1","0","0","0","0","1","13.7","13.7","89.3%"
"5","Taysom Hill (NO)","4","5","50","12.5","19","0","0","5","18","1","0","1","12.8","12.8","35.8%"
"6","T.J. Hockenson (MIN)","11","12","86","7.8","22","1","0","0","0","0","0","1","8.6","8.6","81.1%"
"7","Gerald Everett (CHI)","3","4","26","8.7","11","0","1","0","0","0","0","1","8.6","8.6","23.4%"
"8","George Kittle (SF)","5","7","78","15.6","28","1","0","1","2","0","0","1","8.0","8.0","97.5%"
"9","Dalton Kincaid (BUF)","8","8","75","9.4","15","0","0","0","0","0","0","1","7.5","7.5","86.3%"
"10","Mike Gesicki (CIN)","2","2","5","2.5","4","0","1","0","0","0","0","1","6.5","6.5","2.2%"
"11","David Njoku (CLE)","5","9","54","10.8","26","1","0","0","0","0","0","1","5.4","5.4","93.6%"
"12","Sam LaPorta (DET)","6","7","52","8.7","13","0","0","0","0","0","0","1","5.2","5.2","98.9%"
"13","Logan Thomas (SF)","4","6","51","12.8","15","0","0","0","0","0","0","1","5.1","5.1","19.2%"
"14","Pharaoh Brown (SEA)","2","2","51","25.5","26","2","0","0","0","0","0","1","5.1","5.1","0.1%"
"15","Kyle Pitts (ATL)","3","5","47","15.7","39","1","0","0","0","0","0","1","4.7","4.7","88.3%"
"16","Evan Engram (JAC)","5","7","45","9.0","21","1","0","0","0","0","0","1","4.5","4.5","96.4%"
"17","Cade Otton (TB)","5","6","43","8.6","12","0","0","0","0","0","0","1","4.3","4.3","16.5%"
"18","Foster Moreau (NO)","3","4","33","11.0","18","0","0","0","0","0","0","1","3.3","3.3","0.1%"
"19","Dawson Knox (BUF)","1","3","10","10.0","10","0","0","0","0","0","0","1","3.0","3.0","4.7%"
"20","Luke Musgrave (GB)","4","5","30","7.5","18","0","0","0","0","0","0","1","3.0","3.0","8.1%"
"21","Trey McBride (ARI)","3","6","29","9.7","19","0","0","0","0","0","0","1","2.9","2.9","91.4%"
"22","Jonnu Smith (MIA)","3","3","27","9.0","18","0","0","0","0","0","0","1","2.7","2.7","8.0%"
"23","Hunter Henry (NE)","2","3","27","13.5","14","0","0","0","0","0","0","1","2.7","2.7","15.1%"
"24","Colby Parkinson (LAR)","2","2","26","13.0","27","1","0","0","0","0","0","1","2.6","2.6","0.7%"
"25","Noah Fant (SEA)","1","1","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","2.2%"
"26","Connor Heyward (PIT)","2","3","23","11.5","12","0","0","0","0","0","0","1","2.3","2.3","0.2%"
