"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Hunter Henry (NE)","5","6","56","11.2","13","0","1","0","0","0","0","1","11.6","11.6","15.1%"
"2","Hayden Hurst (LAC)","5","7","41","8.2","14","0","1","0","0","0","0","1","10.1","10.1","2.2%"
"3","Donald Parham Jr. (LAC)","3","3","22","7.3","16","0","1","0","0","0","0","1","8.2","8.2","1.1%"
"4","Blake Bell (FA)","2","3","12","6.0","8","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"5","Harrison Bryant (LV)","2","2","5","2.5","3","0","1","0","0","0","0","1","6.5","6.5","0.1%"
"6","Pat Freiermuth (PIT)","1","4","3","3.0","3","0","1","0","0","0","0","1","6.3","6.3","57.5%"
"7","Luke Musgrave (GB)","3","4","50","16.7","37","1","0","0","0","0","0","1","5.0","5.0","8.1%"
"8","Tyler Higbee (LAR)","3","3","49","16.3","30","1","0","0","0","0","0","1","4.9","4.9","19.5%"
"9","Evan Engram (JAC)","5","5","49","9.8","26","1","0","0","0","0","0","1","4.9","4.9","96.4%"
"10","Kyle Pitts (ATL)","2","3","44","22.0","34","1","0","0","0","0","0","1","4.4","4.4","88.3%"
"11","Durham Smythe (MIA)","3","7","44","14.7","18","0","0","0","0","0","0","1","4.4","4.4","0.6%"
"12","Cole Kmet (CHI)","5","7","44","8.8","15","0","0","1","0","0","0","1","4.4","4.4","69.8%"
"13","Logan Thomas (SF)","4","8","43","10.8","19","0","0","0","0","0","0","1","4.3","4.3","19.2%"
"14","Sam LaPorta (DET)","5","5","39","7.8","14","0","0","0","0","0","0","1","3.9","3.9","98.9%"
"15","Kylen Granson (IND)","4","6","39","9.8","14","0","0","0","0","0","0","1","3.9","3.9","0.6%"
"16","Mike Gesicki (CIN)","3","3","36","12.0","17","0","0","0","0","0","0","1","3.6","3.6","2.2%"
"17","Darren Waller (FA)","3","5","36","12.0","22","1","0","0","0","0","0","1","3.6","3.6","45.4%"
"18","Juwan Johnson (NO)","3","5","36","12.0","27","1","0","0","0","0","0","1","3.6","3.6","9.5%"
"19","T.J. Hockenson (MIN)","8","9","35","4.4","14","0","0","0","0","0","0","1","3.5","3.5","81.1%"
"20","Adam Trautman (DEN)","5","5","34","6.8","15","0","0","0","0","0","0","1","3.4","3.4","0.2%"
"21","Josh Oliver (MIN)","3","3","32","10.7","18","0","0","0","0","0","0","1","3.2","3.2","0.6%"
"22","Noah Gray (KC)","3","5","31","10.3","24","1","0","0","0","0","0","1","3.1","3.1","0.8%"
"23","Dalton Kincaid (BUF)","4","4","26","6.5","9","0","0","0","0","0","0","1","2.6","2.6","86.3%"
"24","Dawson Knox (BUF)","3","4","25","8.3","15","0","0","0","0","0","0","1","2.5","2.5","4.7%"
"25","David Njoku (CLE)","2","3","24","12.0","15","0","0","0","0","0","0","1","2.4","2.4","93.6%"
"26","Gerald Everett (CHI)","2","3","21","10.5","11","0","0","1","2","0","0","1","2.3","2.3","23.4%"
"27","Trey McBride (ARI)","2","2","23","11.5","13","0","0","0","0","0","0","1","2.3","2.3","91.4%"
"28","Greg Dulcich (DEN)","2","2","22","11.0","13","0","0","0","0","0","0","1","2.2","2.2","3.9%"
"29","Zach Ertz (WAS)","6","10","21","3.5","6","0","0","0","0","0","0","1","2.1","2.1","3.4%"
"30","Brycen Hopkins (FA)","1","2","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.0%"
"31","Drew Ogletree (IND)","1","2","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.1%"
"32","Austin Hooper (NE)","1","1","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","0.3%"
"33","George Kittle (SF)","3","6","19","6.3","11","0","0","0","0","0","0","1","1.9","1.9","97.5%"
"34","Connor Heyward (PIT)","2","4","19","9.5","11","0","0","0","0","0","0","1","1.9","1.9","0.2%"
"35","Cade Otton (TB)","2","3","19","9.5","13","0","0","0","0","0","0","1","1.9","1.9","16.5%"
"36","Cole Turner (WAS)","1","2","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"37","Brock Wright (DET)","2","2","17","8.5","9","0","0","0","0","0","0","1","1.7","1.7","0.2%"
"38","Will Dissly (LAC)","2","2","17","8.5","10","0","0","0","0","0","0","1","1.7","1.7","0.2%"
"39","Irv Smith Jr. (KC)","3","5","17","5.7","8","0","0","0","0","0","0","1","1.7","1.7","1.7%"
"40","Jordan Akins (CLE)","1","1","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"41","Teagan Quitoriano (HOU)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
