"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Kayvon Thibodeaux (NYG)","6","3","3","0","0","1","0","0","1","34.8","34.8","23.0%"
"2","George Karlaftis III (KC)","4","3","2.5","0","0","1","0","0","1","24.8","24.8","12.6%"
"3","Jeffery Simmons (TEN)","5","0","2","0","0","1","0","0","1","24.5","24.5","26.9%"
"4","Jonathan Greenard (MIN)","4","2","2.5","0","0","0","0","0","1","22.5","22.5","28.5%"
"5","Maxx Crosby (LV)","5","3","0","0","0","1","1","0","1","20.3","20.3","69.3%"
"6","Jermaine Johnson II (NYJ)","3","3","2","0","0","0","0","0","1","19.8","19.8","8.7%"
"7","Maliek Collins (SF)","3","3","2","0","0","0","0","0","1","19.8","19.8","2.0%"
"8","Alim McNeill (DET)","2","2","2","1","0","0","0","0","1","19.0","19.0","2.3%"
"9","Josh Hines-Allen (JAC)","3","2","2","0","0","0","0","0","1","19.0","19.0","44.0%"
"10","Boye Mafe (SEA)","3","5","1","0","0","0","1","0","1","18.8","18.8","8.2%"
"11","Michael Pierce (BAL)","4","1","1","1","0","1","0","0","1","18.8","18.8","1.7%"
"12","Aaron Donald (FA)","3","1","2","0","0","0","0","0","1","18.3","18.3","11.0%"
"13","Jaelan Phillips (MIA)","7","1","1","0","0","0","0","0","1","17.8","17.8","9.3%"
"14","Arik Armstead (JAC)","2","2","2","0","0","0","0","0","1","17.5","17.5","3.0%"
"15","Danielle Hunter (HOU)","3","0","1","0","0","2","0","0","1","16.5","16.5","52.1%"
"16","Montez Sweat (CHI)","3","2","1","0","0","0","0","0","1","15.0","15.0","34.3%"
"17","Anthony Nelson (TB)","4","0","1","0","0","0","0","0","1","15.0","15.0","0.3%"
"18","T.J. Slaton (GB)","4","5","0","0","0","0","0","0","1","14.8","14.8","0.9%"
"19","Dante Stills (ARI)","3","2","1.5","0","0","0","0","0","1","14.5","14.5","0.4%"
"20","Sam Hubbard (CIN)","4","2","1","0","0","0","0","0","1","14.0","14.0","21.2%"
"21","Myles Garrett (CLE)","2","0","1","0","0","1","0","0","1","13.5","13.5","63.2%"
"22","Mike Danna (KC)","3","0","1","0","0","0","0","0","1","13.5","13.5","4.8%"
"23","D.J. Wonnum (CAR)","1","2","2","0","0","0","0","0","1","13.5","13.5","11.5%"
"24","Christian Wilkins (LV)","4","1","1","0","0","0","0","0","1","13.3","13.3","47.1%"
"25","Denico Autry (HOU)","1","3","1","2","0","0","0","0","1","13.3","13.3","9.5%"
"26","Christian Barmore (NE)","3","2","1","0","0","0","0","0","1","12.5","12.5","15.0%"
"27","Haason Reddick (NYJ)","3","0","1","0","0","1","0","0","1","12.5","12.5","16.2%"
"28","Carl Granderson (NO)","3","2","1","0","0","0","0","0","1","12.5","12.5","27.1%"
"29","Justin Jones (ARI)","3","1","0","1","0","0","0","0","1","11.8","11.8","2.3%"
"30","Bryce Huff (PHI)","2","3","1","0","0","0","0","0","1","11.8","11.8","3.9%"
"31","DeForest Buckner (IND)","2","1","1","0","0","1","0","0","1","11.8","11.8","46.4%"
"32","Quinnen Williams (NYJ)","5","2","0","0","0","0","0","0","1","11.5","11.5","26.3%"
"33","Joey Bosa (LAC)","2","2","1","0","0","0","0","0","1","11.0","11.0","15.8%"
"34","Harrison Phillips (MIN)","4","4","0.5","0","0","0","0","0","1","11.0","11.0","22.4%"
"35","Justin Madubuike (BAL)","3","0","1","0","0","0","0","0","1","11.0","11.0","24.1%"
"36","Dexter Lawrence II (NYG)","2","1","1","0","0","0","0","0","1","10.3","10.3","12.1%"
"37","Darrell Taylor (SEA)","2","1","1","0","0","0","0","0","1","10.3","10.3","1.0%"
"38","Kwity Paye (IND)","4","2","0","0","0","0","0","0","1","10.0","10.0","14.2%"
"39","Clelin Ferrell (WAS)","0","5","0.5","0","0","1","0","0","1","9.8","9.8","1.5%"
"40","Zach Allen (DEN)","3","1","0.5","0","0","0","0","0","1","9.8","9.8","10.7%"
"41","Trey Hendrickson (CIN)","1","0","1","0","0","1","0","0","1","9.5","9.5","34.8%"
"42","Kenny Clark (GB)","1","2","1","0","0","0","0","0","1","9.5","9.5","8.2%"
"43","William Gholston (TB)","0","2","0","2","1","0","0","0","1","9.5","9.5","1.7%"
"44","Nathan Shepherd (NO)","1","2","1","0","0","0","0","0","1","9.5","9.5","1.7%"
"45","Arnold Ebiketie (ATL)","2","0","1","0","0","0","0","0","1","9.5","9.5","1.5%"
"46","BJ Ojulari (ARI)","2","0","1","0","0","0","0","0","1","9.5","9.5","2.4%"
"47","Julian Okwara (PHI)","2","0","1","0","0","0","0","0","1","9.5","9.5","0.0%"
"48","Jonathon Cooper (DEN)","1","2","0.5","0","0","0","1","0","1","9.0","9.0","15.3%"
