"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","George Kittle (SF)","7","10","126","18.0","58","2","0","0","0","0","0","1","12.6","12.6","97.5%"
"2","Chigoziem Okonkwo (TEN)","6","7","63","10.5","17","0","1","0","0","0","0","1","12.3","12.3","23.7%"
"3","Kyle Pitts (ATL)","3","4","49","16.3","24","1","1","0","0","0","0","1","10.9","10.9","88.3%"
"4","Juwan Johnson (NO)","4","7","48","12.0","20","2","1","0","0","0","0","1","10.8","10.8","9.5%"
"5","Cole Kmet (CHI)","4","5","107","26.8","53","3","0","0","0","0","0","1","10.7","10.7","69.8%"
"6","David Njoku (CLE)","6","9","44","7.3","21","1","1","0","0","0","0","1","10.4","10.4","93.6%"
"7","Logan Thomas (SF)","5","6","36","7.2","15","0","1","0","0","0","0","1","9.6","9.6","19.2%"
"8","Lucas Krull (DEN)","4","5","28","7.0","9","0","1","0","0","0","0","1","8.8","8.8","0.1%"
"9","Colby Parkinson (LAR)","3","4","17","5.7","7","0","1","0","0","0","0","1","7.7","7.7","0.7%"
"10","Evan Engram (JAC)","10","15","95","9.5","14","0","0","0","0","0","1","1","7.5","7.5","96.4%"
"11","Mike Gesicki (CIN)","2","2","15","7.5","11","0","1","0","0","0","0","1","7.5","7.5","2.2%"
"12","Dallas Goedert (PHI)","7","9","71","10.1","21","1","0","0","0","0","0","1","7.1","7.1","89.3%"
"13","Andrew Beck (HOU)","2","2","6","3.0","5","0","1","0","0","0","0","1","6.6","6.6","0.1%"
"14","Kylen Granson (IND)","5","7","62","12.4","16","0","0","0","0","0","0","1","6.2","6.2","0.6%"
"15","Dalton Schultz (HOU)","8","11","61","7.6","14","0","0","0","0","0","0","1","6.1","6.1","75.6%"
"16","Marcedes Lewis (CHI)","1","1","1","1.0","1","0","1","0","0","0","0","1","6.1","6.1","0.1%"
"17","Tucker Kraft (GB)","4","6","60","15.0","27","2","0","0","0","0","0","1","6.0","6.0","11.2%"
"18","Tommy Tremble (CAR)","4","6","59","14.8","30","1","0","0","0","0","0","1","5.9","5.9","0.3%"
"19","T.J. Hockenson (MIN)","4","4","58","14.5","24","1","0","0","0","0","0","1","5.8","5.8","81.1%"
"20","Isaiah Likely (BAL)","3","4","56","18.7","34","1","0","0","0","0","0","1","5.6","5.6","37.0%"
"21","Durham Smythe (MIA)","5","5","56","11.2","21","1","0","0","0","0","0","1","5.6","5.6","0.6%"
"22","Will Mallory (IND)","4","4","47","11.8","18","0","0","0","0","0","0","1","4.7","4.7","0.0%"
"23","Jake Ferguson (DAL)","4","8","45","11.3","20","1","0","0","0","0","0","1","4.5","4.5","89.5%"
"24","Travis Kelce (KC)","5","7","44","8.8","24","1","0","0","0","0","0","1","4.4","4.4","99.9%"
"25","Daniel Bellinger (NYG)","4","5","43","10.8","20","1","0","0","0","0","0","1","4.3","4.3","0.8%"
"26","Gerald Everett (CHI)","7","8","42","6.0","15","0","0","0","0","0","0","1","4.2","4.2","23.4%"
"27","Drew Sample (CIN)","3","3","38","12.7","16","0","0","0","0","0","0","1","3.8","3.8","0.1%"
"28","Tyler Conklin (NYJ)","4","7","36","9.0","13","0","0","1","0","0","0","1","3.6","3.6","16.7%"
"29","Josh Oliver (MIN)","1","2","33","33.0","33","1","0","0","0","0","0","1","3.3","3.3","0.6%"
"30","Jonnu Smith (MIA)","4","6","32","8.0","15","0","0","0","0","0","0","1","3.2","3.2","8.0%"
"31","Darren Waller (FA)","2","5","32","16.0","20","1","0","0","0","0","0","1","3.2","3.2","45.4%"
"32","Trey McBride (ARI)","6","8","31","5.2","10","0","0","0","0","0","0","1","3.1","3.1","91.4%"
"33","Tyler Higbee (LAR)","3","3","30","10.0","22","1","0","0","0","0","0","1","3.0","3.0","19.5%"
"34","Brevin Jordan (HOU)","2","3","27","13.5","19","0","0","0","0","0","0","1","2.7","2.7","5.1%"
"35","Dawson Knox (BUF)","2","2","26","13.0","17","0","0","0","0","0","0","1","2.6","2.6","4.7%"
"36","Pharaoh Brown (SEA)","2","2","25","12.5","20","1","0","0","0","0","0","1","2.5","2.5","0.1%"
"37","Payne Durham (TB)","1","1","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","0.1%"
