"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Rashan Gary (GB)","5","2","3","0","0","2","1","0","1","33.0","33.0","10.2%"
"2","Jeremiah Owusu-Koramoah (CLE)","7","5","1","0","0","1","0","0","1","27.3","27.3","26.8%"
"3","Jordyn Brooks (MIA)","7","5","0","1","1","0","0","1","1","26.8","26.8","24.1%"
"4","T.J. Watt (PIT)","5","0","2","0","0","1","0","0","1","22.0","22.0","79.0%"
"5","C.J. Mosley (NYJ)","9","5","0","1","0","0","0","0","1","21.3","21.3","64.2%"
"6","Samson Ebukam (IND)","3","1","2","0","0","1","0","0","1","19.8","19.8","8.2%"
"7","Jerome Baker (SEA)","6","0","0","2","1","0","0","0","1","19.5","19.5","14.0%"
"8","Khalil Mack (LAC)","4","2","2","1","0","0","0","0","1","19.5","19.5","52.3%"
"9","Bobby Okereke (NYG)","7","1","0","2","1","0","0","0","1","19.3","19.3","79.5%"
"10","Ivan Pace Jr. (MIN)","7","2","1","0","0","0","0","0","1","18.5","18.5","14.8%"
"11","Nicholas Morrow (BUF)","7","5","0","1","0","0","0","0","1","18.3","18.3","3.9%"
"12","T.J. Edwards (CHI)","6","0","0","1","1","0","0","0","1","18.0","18.0","78.7%"
"13","Patrick Queen (PIT)","5","2","0","1","0","1","0","0","1","17.0","17.0","43.1%"
"14","Christian Harris (HOU)","7","5","0","0","0","0","0","0","1","16.8","16.8","10.6%"
"15","Alex Singleton (DEN)","4","6","0","1","0","0","1","0","1","16.0","16.0","63.4%"
"16","Tremaine Edmunds (CHI)","5","2","0","0","0","1","0","0","1","15.5","15.5","32.4%"
"17","Drue Tranquill (KC)","6","2","0","0","0","0","0","0","1","15.5","15.5","11.6%"
"18","Roquan Smith (BAL)","5","3","0","1","0","1","0","0","1","15.3","15.3","90.7%"
"19","Devin Lloyd (JAC)","6","2","0","1","0","0","0","0","1","14.5","14.5","24.1%"
"20","Damone Clark (DAL)","7","2","0","0","0","0","0","0","1","14.5","14.5","7.9%"
"21","Foyesade Oluokun (JAC)","8","3","0","0","0","0","0","0","1","14.3","14.3","94.3%"
"22","Kaden Elliss (ATL)","4","2","0","1","0","0","0","0","1","14.0","14.0","14.3%"
"23","Anfernee Jennings (NE)","2","2","1.5","0","0","0","0","0","1","13.0","13.0","3.8%"
"24","Robert Spillane (LV)","6","5","0","0","0","0","0","0","1","12.8","12.8","32.4%"
"25","Zach Cunningham (FA)","7","3","0","0","0","0","0","0","1","12.8","12.8","1.4%"
"26","Terrel Bernard (BUF)","3","2","0","1","1","0","0","0","1","12.5","12.5","49.2%"
"27","Micah Parsons (DAL)","2","1","1.5","0","0","0","0","0","1","12.3","12.3","77.5%"
"28","Logan Wilson (CIN)","6","4","0","0","0","0","0","0","1","12.0","12.0","62.2%"
"29","Isaiah McDuffie (GB)","5","6","0","0","0","0","0","0","1","12.0","12.0","3.7%"
"30","Josey Jewell (CAR)","2","1","1","0","0","1","0","0","1","11.8","11.8","28.8%"
"31","Ja'Whaun Bentley (NE)","2","1","1","0","0","1","0","0","1","11.8","11.8","14.4%"
"32","Pete Werner (NO)","7","1","0","0","0","0","0","0","1","11.3","11.3","9.8%"
