"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","T.J. Hockenson (MIN)","11","15","134","12.2","28","3","1","0","0","0","0","1","19.4","19.4","81.1%"
"2","George Kittle (SF)","3","4","116","38.7","66","3","1","0","0","0","0","1","17.6","17.6","97.5%"
"3","Trey McBride (ARI)","8","9","131","16.4","33","2","0","0","0","0","0","1","13.1","13.1","91.4%"
"4","Dalton Kincaid (BUF)","5","6","51","10.2","22","1","1","0","0","0","0","1","11.1","11.1","86.3%"
"5","Jake Ferguson (DAL)","4","7","26","6.5","16","0","1","0","0","0","0","1","8.6","8.6","89.5%"
"6","Brock Wright (DET)","2","3","23","11.5","25","1","1","0","0","0","0","1","8.3","8.3","0.2%"
"7","Michael Mayer (LV)","3","5","19","6.3","7","0","1","0","0","0","0","1","7.9","7.9","4.4%"
"8","Dalton Schultz (HOU)","4","6","71","17.8","25","2","0","0","0","0","0","1","7.1","7.1","75.6%"
"9","Tyler Conklin (NYJ)","7","7","70","10.0","27","1","0","0","0","0","0","1","7.0","7.0","16.7%"
"10","Luke Musgrave (GB)","2","4","64","32.0","36","2","0","0","0","0","0","1","6.4","6.4","8.1%"
"11","David Njoku (CLE)","6","9","58","9.7","23","1","0","0","0","0","0","1","5.8","5.8","93.6%"
"12","Cole Kmet (CHI)","5","7","45","9.0","14","0","0","1","1","0","0","1","4.6","4.6","69.8%"
"13","Mark Andrews (BAL)","2","4","44","22.0","36","1","0","0","0","0","0","1","4.4","4.4","73.3%"
"14","Sam LaPorta (DET)","4","5","40","10.0","19","0","0","0","0","0","0","1","4.0","4.0","98.9%"
"15","Logan Thomas (SF)","5","5","40","8.0","17","0","0","0","0","0","0","1","4.0","4.0","19.2%"
"16","Daniel Bellinger (NYG)","2","3","34","17.0","26","1","0","0","0","0","0","1","3.4","3.4","0.8%"
"17","Tanner Hudson (CIN)","6","7","33","5.5","13","0","0","0","0","0","0","1","3.3","3.3","2.6%"
"18","Connor Heyward (PIT)","3","4","32","10.7","13","0","0","0","0","0","0","1","3.2","3.2","0.2%"
"19","Kyle Pitts (ATL)","3","5","30","10.0","17","0","0","0","0","0","0","1","3.0","3.0","88.3%"
"20","Chigoziem Okonkwo (TEN)","3","6","27","9.0","15","0","0","0","0","0","0","1","2.7","2.7","23.7%"
"21","Taysom Hill (NO)","2","4","17","8.5","11","0","0","1","6","0","0","1","2.3","2.3","35.8%"
"22","Will Dissly (LAC)","2","2","22","11.0","16","0","0","0","0","0","0","1","2.2","2.2","0.2%"
"23","Mike Gesicki (CIN)","2","3","22","11.0","11","0","0","0","0","0","0","1","2.2","2.2","2.2%"
"24","John Bates (WAS)","3","3","21","7.0","12","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"25","Hunter Henry (NE)","3","5","21","7.0","11","0","0","0","0","0","0","1","2.1","2.1","15.1%"
"26","Donald Parham Jr. (LAC)","2","2","18","9.0","16","0","0","0","0","0","0","1","1.8","1.8","1.1%"
"27","Josh Whyle (TEN)","2","5","16","8.0","10","0","0","0","0","0","0","1","1.6","1.6","0.1%"
"28","Tommy Tremble (CAR)","3","3","16","5.3","11","0","0","0","0","0","0","1","1.6","1.6","0.3%"
"29","Adam Trautman (DEN)","2","2","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","0.2%"
"30","Hayden Hurst (LAC)","2","4","14","7.0","7","0","0","0","0","0","0","1","1.4","1.4","2.2%"
"31","Geoff Swaim (FA)","2","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"32","Drew Sample (CIN)","2","3","12","6.0","9","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"33","Evan Engram (JAC)","4","7","12","3.0","6","0","0","0","0","0","0","1","1.2","1.2","96.4%"
"34","Cade Otton (TB)","2","3","10","5.0","6","0","0","0","0","0","0","1","1.0","1.0","16.5%"
"35","Johnny Mundt (MIN)","2","2","8","4.0","8","0","0","0","0","0","0","1","0.8","0.8","1.5%"
"36","Jordan Akins (CLE)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"37","Austin Hooper (NE)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.3%"
"38","Will Mallory (IND)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"39","Chris Manhertz (NYG)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"40","Darnell Washington (PIT)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.3%"
"41","Tucker Kraft (GB)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","11.2%"
"42","C.J. Uzomah (PHI)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.1%"
"43","Noah Fant (SEA)","2","3","6","3.0","8","0","0","0","0","0","0","1","0.6","0.6","2.2%"
"44","Irv Smith Jr. (KC)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.7%"
"45","Harrison Bryant (LV)","1","1","3","3.0","3","0","0","1","2","0","0","1","0.5","0.5","0.1%"
"46","Isaiah Likely (BAL)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","37.0%"
"47","Kylen Granson (IND)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.6%"
"48","Colby Parkinson (LAR)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.7%"
"49","Juwan Johnson (NO)","1","3","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","9.5%"
"50","Jonnu Smith (MIA)","1","3","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","8.0%"
"51","Jody Fortson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Parker Hesse (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","N'Keal Harry (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"56","Hakeem Butler (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Albert Okwuegbunam Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"58","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Foster Moreau (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"60","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Andrew Beck (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"62","Zach Gentry (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Dawson Knox (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.7%"
"64","Jesper Horsted (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Tyree Jackson (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Trevon Wesco (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Josh Oliver (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"68","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"70","Pat Freiermuth (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.5%"
"71","Josiah Deguara (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"73","Mitchell Wilcox (NE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Noah Gray (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"75","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"77","Tommy Hudson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"81","Giovanni Ricci (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","Sean McKeon (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Lawrence Cager (NYG)","1","2","10","10.0","10","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"85","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"86","Brenton Strange (JAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"87","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"88","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Ben Sims (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"90","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Joel Wilson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Patrick Murtagh (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"96","Griffin Hebert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Henry Pearson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Blake Whiteheart (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Luke Schoonmaker (DAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"100","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Kehinde Oginni (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Rodney Williams (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Jaheim Bell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"105","Dallin Holker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Leroy Watson IV (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Zaire Mitchell-Paden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Julian Hill (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Brenden Bates (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Steven Stilianos (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Luke Benson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Messiah Swinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Jack Westover (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Mason Pline (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Jacob Warren (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Treyton Welch (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Alec Holler (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Zach Heins (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Mike Rigerman (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Riley Sharp (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Lincoln Sefcik (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Shawn Bowman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Kevin Foelsch (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Trent Pennix (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Neal Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Thomas Yassmin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","McCallan Castles (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Izaiah Gathings (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Jordan Murray (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Nate Adkins (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"144","AJ Barner (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"145","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.3%"
"146","La'Michael Pettway (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Austin Stogner (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Theo Johnson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"149","Elijah Higgins (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"150","Baylor Cupp (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Peyton Hendershot (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"152","Ben Mason (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Josh Pederson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Jacob Harris (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Sammis Reyes (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Jack Stoll (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","James Mitchell (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"158","Greg Dulcich (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"159","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"160","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"161","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Tre' McKitty (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"164","Brock Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84.2%"
"165","Trey Knox (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Miller Forristall (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Nick Muse (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Ja'Tavion Sanders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"169","Cameron Latu (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"170","Armani Rogers (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Lucas Krull (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"172","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Teagan Quitoriano (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","John FitzPatrick (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"175","Grant Calcaterra (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"176","Nikola Kalinic (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Stone Smartt (LAC)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
