"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Khalil Mack (LAC)","5","0","2","0","0","1","0","0","1","24.5","24.5","52.3%"
"2","Bud Dupree (LAC)","3","4","2","0","0","1","0","0","1","24.5","24.5","1.1%"
"3","Samson Ebukam (IND)","5","1","2","0","0","1","0","0","1","22.8","22.8","8.2%"
"4","Alex Singleton (DEN)","8","4","1","0","0","0","0","0","1","21.5","21.5","63.4%"
"5","Eric Kendricks (DAL)","6","4","1","0","0","0","0","0","1","21.0","21.0","30.8%"
"6","Andrew Van Ginkel (MIN)","4","1","0","2","1","0","0","1","1","20.8","20.8","10.4%"
"7","Alex Highsmith (PIT)","5","3","1.5","0","0","0","0","0","1","20.8","20.8","24.4%"
"8","Azeez Al-Shaair (HOU)","8","4","1","0","0","0","0","0","1","19.0","19.0","42.4%"
"9","Bobby Wagner (WAS)","7","7","0","0","0","0","0","0","1","18.3","18.3","72.3%"
"10","E.J. Speed (IND)","6","2","0","0","0","0","0","0","1","18.0","18.0","40.0%"
"11","Marquis Haynes Sr. (FA)","5","2","1","0","0","0","0","0","1","18.0","18.0","0.6%"
"12","Jack Gibbens (TEN)","9","4","0","1","0","0","0","0","1","18.0","18.0","5.5%"
"13","Jamin Davis (WAS)","5","3","0","1","0","0","0","0","1","16.3","16.3","7.9%"
"14","J.J. Russell (TB)","6","1","1","0","0","0","0","0","1","16.3","16.3","0.9%"
"15","Foyesade Oluokun (JAC)","8","5","0","0","0","0","0","0","1","15.8","15.8","94.3%"
"16","Ernest Jones IV (LAR)","6","9","0","0","0","0","0","0","1","15.8","15.8","59.8%"
"17","Jack Cochrane (KC)","7","0","0","0","0","0","0","0","1","15.5","15.5","1.0%"
"18","Mykal Walker (WAS)","7","3","0","0","0","0","0","0","1","15.3","15.3","1.1%"
"19","Josh Woods (FA)","5","7","0","0","0","0","0","0","1","15.3","15.3","0.6%"
"20","Nephi Sewell (NO)","5","3","0","0","0","0","0","0","1","14.8","14.8","0.6%"
"21","Germaine Pratt (CIN)","4","8","0","0","0","0","0","0","1","14.5","14.5","15.8%"
"22","Devin Lloyd (JAC)","8","3","0","0","0","0","0","0","1","14.3","14.3","24.1%"
"23","Jack Campbell (DET)","4","4","0","0","0","0","0","0","1","14.0","14.0","16.3%"
"24","Logan Wilson (CIN)","5","3","0","0","0","1","0","0","1","13.8","13.8","62.2%"
"25","Nate Landman (ATL)","2","3","0","1","0","1","0","0","1","13.3","13.3","7.1%"
"26","Quay Walker (GB)","4","9","0","0","0","0","0","0","1","12.8","12.8","37.1%"
"27","T.J. Watt (PIT)","3","3","0.5","1","0","0","0","0","1","12.8","12.8","79.0%"
"28","Quincy Williams (NYJ)","4","5","0","0","0","0","0","0","1","12.3","12.3","50.7%"
"29","Cody Barton (DEN)","5","6","0","0","0","0","0","0","1","12.0","12.0","11.3%"
"30","Duke Riley (MIA)","3","4","0","0","0","1","0","0","1","11.5","11.5","2.7%"
"31","Derrick Barnes (DET)","3","6","0","0","0","0","0","0","1","11.5","11.5","7.4%"
"32","Frankie Luvu (WAS)","3","4","0","1","0","0","0","0","1","11.5","11.5","42.9%"
"33","Harold Landry III (TEN)","4","4","0.5","0","0","0","0","0","1","11.0","11.0","23.2%"
"34","David Long Jr. (MIA)","4","3","0","0","0","0","0","0","1","10.8","10.8","6.9%"
"35","Jahlani Tavai (NE)","3","4","0","0","0","0","0","0","1","10.0","10.0","5.9%"
"36","Nicholas Morrow (BUF)","5","3","0","0","0","0","0","0","1","9.8","9.8","3.9%"
"37","Mack Wilson Sr. (ARI)","3","1","0","1","0","0","0","0","1","9.3","9.3","3.6%"
"38","Kenneth Murray Jr. (TEN)","5","2","0","0","0","0","0","0","1","9.0","9.0","14.2%"
"39","Mark Robinson (PIT)","4","3","0","0","0","0","0","0","1","8.3","8.3","0.6%"
"40","Kaden Elliss (ATL)","5","1","0","0","0","0","0","0","1","8.3","8.3","14.3%"
"41","Zack Baun (PHI)","1","0","1","0","0","0","0","0","1","8.0","8.0","1.5%"
"42","Justin Hollins (FA)","1","0","1","0","0","0","0","0","1","8.0","8.0","0.0%"
"43","Jordyn Brooks (MIA)","1","0","1","0","0","0","0","0","1","8.0","8.0","24.1%"
"44","Christian Harris (HOU)","4","2","0","0","0","0","0","0","1","7.5","7.5","10.6%"
"45","Dre Greenlaw (SF)","2","5","0","0","0","0","0","0","1","6.8","6.8","37.0%"
"46","Denzel Perryman (LAC)","3","3","0","0","0","0","0","0","1","6.8","6.8","10.2%"
"47","Ja'Whaun Bentley (NE)","1","7","0","0","0","0","0","0","1","6.8","6.8","14.4%"
"48","Bradley Chubb (MIA)","1","4","0.5","0","0","0","0","0","1","6.5","6.5","16.7%"
"49","Lorenzo Carter (ATL)","1","1","0","1","0","0","0","0","1","6.3","6.3","1.4%"
"50","Josey Jewell (CAR)","2","4","0","0","0","0","0","0","1","6.0","6.0","28.8%"
"51","Willie Gay Jr. (NO)","3","2","0","0","0","0","0","0","1","6.0","6.0","6.3%"
"52","Grant Stuard (IND)","0","0","0","0","0","0","0","0","1","6.0","6.0","0.9%"
"53","Devin Bush Jr. (CLE)","2","0","0","0","0","0","0","0","1","5.5","5.5","4.0%"
"54","Jacob Martin (CHI)","1","0","1","0","0","0","0","0","1","5.5","5.5","0.3%"
"55","Jeremiah Owusu-Koramoah (CLE)","1","5","0","0","0","0","0","0","1","5.3","5.3","26.8%"
"56","Demario Davis (NO)","3","1","0","0","0","0","0","0","1","5.3","5.3","20.4%"
"57","Oren Burks (PHI)","3","1","0","0","0","0","0","0","1","5.3","5.3","2.9%"
"58","Blake Cashman (MIN)","1","5","0","0","0","0","0","0","1","5.3","5.3","13.4%"
"59","Anthony Walker Jr. (MIA)","2","1","0","1","0","0","0","0","1","5.3","5.3","3.3%"
"60","Fred Warner (SF)","3","1","0","0","0","0","0","0","1","5.3","5.3","90.4%"
"61","Jerome Baker (SEA)","3","1","0","0","0","0","0","0","1","5.3","5.3","14.0%"
"62","Zaire Franklin (IND)","1","5","0","0","0","0","0","0","1","5.3","5.3","92.4%"
"63","Khaleke Hudson (NO)","3","1","0","0","0","0","0","0","1","5.3","5.3","2.3%"
"64","Rashan Gary (GB)","0","4","0.5","0","0","0","0","0","1","5.0","5.0","10.2%"
"65","Casey Toohill (BUF)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.5%"
"66","Damone Clark (DAL)","2","2","0","0","0","0","0","0","1","4.5","4.5","7.9%"
"67","Dee Winters (SF)","2","0","0","1","0","0","0","0","1","4.5","4.5","1.4%"
