"Rank","Player","TACKLE","ASSIST","SACK","PD","INT","FF","FR","DEF TD","G","FPTS","FPTS/G","ROST"
"1","Jessie Bates III (ATL)","7","5","0","1","1","1","0","1","1","30.8","30.8","69.3%"
"2","Jonathan Owens (CHI)","8","4","0","0","0","0","1","1","1","27.5","27.5","5.0%"
"3","DaRon Bland (DAL)","7","3","0","1","1","0","0","1","1","25.3","25.3","41.2%"
"4","Carlton Davis III (DET)","8","2","0","2","1","0","0","0","1","21.5","21.5","3.9%"
"5","Joshua Metellus (MIN)","5","4","0.5","0","0","2","0","0","1","20.5","20.5","41.5%"
"6","Jevon Holland (MIA)","5","0","0","1","1","0","0","1","1","20.0","20.0","20.0%"
"7","D.J. Reed Jr. (NYJ)","8","2","0","1","1","0","0","0","1","20.0","20.0","9.7%"
"8","P.J. Locke (DEN)","5","2","1","1","0","1","0","0","1","18.5","18.5","4.6%"
"9","Xavier McKinney (GB)","4","6","0","2","1","0","0","0","1","18.5","18.5","35.2%"
"10","Tyrann Mathieu (NO)","3","1","0","2","2","0","0","0","1","18.3","18.3","9.4%"
"11","Mike Hilton (CIN)","8","0","0","0","0","0","0","0","1","17.0","17.0","10.3%"
"12","James Bradberry IV (PHI)","3","0","0","5","1","0","0","0","1","17.0","17.0","2.0%"
"13","Kevin Byard III (CHI)","8","5","0","0","0","0","0","0","1","15.8","15.8","27.6%"
"14","Jalen Thompson (ARI)","5","2","0","1","1","0","0","0","1","15.5","15.5","16.3%"
"15","Antoine Winfield Jr. (TB)","8","2","0","1","0","0","0","0","1","15.0","15.0","70.6%"
"16","Derek Stingley Jr. (HOU)","4","1","0","2","1","0","0","0","1","14.8","14.8","10.6%"
"17","Marcus Maye (MIA)","5","3","0","0","0","0","0","0","1","14.8","14.8","1.6%"
"18","Brandin Echols (NYJ)","1","1","0","1","1","0","0","1","1","14.8","14.8","0.1%"
"19","Jabrill Peppers (NE)","2","1","1","0","0","0","1","0","1","14.3","14.3","9.2%"
"20","Trenton Thompson (FA)","5","0","0","1","1","0","0","0","1","14.0","14.0","0.1%"
"21","Kyle Hamilton (BAL)","4","2","0","1","0","0","0","0","1","14.0","14.0","46.9%"
"22","DJ Turner II (CIN)","4","1","0","2","0","0","1","0","1","13.8","13.8","2.3%"
"23","Kei'Trel Clark (ARI)","6","3","0","0","0","0","0","0","1","13.8","13.8","0.2%"
"24","Zyon McCollum (TB)","6","3","0","0","0","0","0","0","1","13.8","13.8","4.9%"
"25","Nate Hobbs (LV)","7","1","0","0","0","0","0","0","1","13.8","13.8","32.3%"
"26","Amani Hooker (TEN)","8","2","0","0","0","0","0","0","1","13.5","13.5","14.2%"
"27","Tashaun Gipson Sr. (FA)","4","1","1","0","0","0","0","0","1","13.3","13.3","0.1%"
"28","Jalen Pitre (HOU)","5","4","0","0","0","0","0","0","1","13.0","13.0","44.8%"
"29","Jerry Jacobs (LAR)","7","0","0","0","0","0","0","0","1","13.0","13.0","12.5%"
"30","Anthony Johnson (ATL)","7","1","0","1","0","0","0","0","1","12.8","12.8","0.0%"
"31","Reed Blankenship (PHI)","7","3","0","0","0","0","0","0","1","12.8","12.8","40.5%"
"32","Alohi Gilman (LAC)","6","3","0","1","0","0","0","0","1","12.8","12.8","10.5%"
"33","Anthony Johnson Jr. (GB)","7","1","0","1","0","0","0","0","1","12.8","12.8","0.7%"
"34","Myles Bryant (HOU)","4","0","0","1","0","0","0","0","1","12.5","12.5","2.6%"
"35","Kyler Gordon (CHI)","4","0","0","1","1","0","0","0","1","12.5","12.5","10.3%"
"36","Jaylon Johnson (CHI)","2","0","0","3","1","0","0","0","1","12.5","12.5","4.2%"
"37","Jaquan Brisker (CHI)","2","1","0.5","1","1","0","0","0","1","12.3","12.3","46.3%"
"38","L'Jarius Sneed (TEN)","7","2","0","0","0","0","0","0","1","12.0","12.0","46.8%"
"39","Rayshawn Jenkins (SEA)","5","4","0","1","0","0","0","0","1","12.0","12.0","23.9%"
"40","Terell Smith (CHI)","8","0","0","0","0","0","0","0","1","12.0","12.0","0.4%"
"41","Jamal Adams (TEN)","3","3","0","0","0","0","0","0","1","11.8","11.8","3.5%"
"42","Deonte Banks (NYG)","3","1","0","1","1","0","0","0","1","11.8","11.8","12.7%"
"43","Mekhi Blackmon (MIN)","6","0","0","0","0","0","0","0","1","11.5","11.5","0.9%"
"44","Adoree' Jackson (FA)","5","3","0","1","0","0","0","0","1","11.3","11.3","1.0%"
"45","K'Von Wallace (SEA)","7","1","0","0","0","0","0","0","1","11.3","11.3","1.5%"
"46","Steven Nelson (FA)","5","1","0","2","0","0","0","0","1","11.3","11.3","0.2%"
"47","Budda Baker (ARI)","6","3","0","0","0","0","0","0","1","11.3","11.3","35.9%"
"48","Jeff Okudah (HOU)","7","1","0","0","0","0","0","0","1","11.3","11.3","1.6%"
"49","Devon Witherspoon (SEA)","4","1","0","1","0","0","0","0","1","10.8","10.8","42.2%"
"50","Charvarius Ward (SF)","3","2","0","3","0","0","0","0","1","10.5","10.5","29.5%"
"51","Camryn Bynum (MIN)","6","2","0","0","0","0","0","0","1","10.5","10.5","54.8%"
"52","Brandon Stephens (BAL)","6","0","0","1","0","0","0","0","1","10.5","10.5","4.0%"
"53","Julian Love (SEA)","5","4","0","0","0","0","0","0","1","10.5","10.5","32.4%"
"54","Greg Newsome II (CLE)","5","2","0","1","0","0","0","0","1","10.5","10.5","4.5%"
"55","J.C. Jackson (FA)","6","0","0","1","0","0","0","0","1","10.5","10.5","1.0%"
"56","Dax Hill (CIN)","5","2","0","1","0","0","0","0","1","10.5","10.5","15.2%"
"57","Julian Blackmon (IND)","5","0","0","2","0","0","0","0","1","10.5","10.5","13.6%"
"58","Justin Reid (KC)","5","4","0","0","0","0","0","0","1","10.5","10.5","32.5%"
"59","Corey Ballentine (GB)","6","1","0","0","0","0","0","0","1","9.8","9.8","0.6%"
"60","Jordan Fuller (CAR)","2","1","0","4","0","0","0","0","1","9.8","9.8","9.0%"
"61","Jordan Poyer (MIA)","5","1","0","1","0","0","0","0","1","9.8","9.8","24.3%"
"62","Brian Branch (DET)","3","5","0","1","0","0","0","0","1","9.8","9.8","37.8%"
"63","Ambry Thomas (SF)","1","0","0","2","1","0","0","0","1","9.5","9.5","1.0%"
"64","Jason Pinnock (NYG)","3","3","0","0","0","0","0","0","1","9.3","9.3","14.8%"
"65","Roger McCreary (TEN)","3","1","0","1","0","0","0","0","1","9.3","9.3","20.1%"
"66","Quandre Diggs (FA)","4","2","0","1","0","0","0","0","1","9.0","9.0","2.6%"
"67","Stephon Gilmore (FA)","4","2","0","1","0","0","0","0","1","9.0","9.0","1.3%"
"68","Tavierre Thomas (TB)","3","4","0","1","0","0","0","0","1","9.0","9.0","1.6%"
"69","Percy Butler (WAS)","4","0","0","2","0","0","0","0","1","9.0","9.0","1.5%"
"70","Dee Alford (ATL)","4","2","0","1","0","0","0","0","1","9.0","9.0","1.1%"
"71","Byron Murphy Jr. (MIN)","4","2","0","1","0","0","0","0","1","9.0","9.0","6.4%"
"72","Micah Hyde (FA)","6","0","0","0","0","0","0","0","1","9.0","9.0","1.1%"
"73","Juan Thornhill (CLE)","6","0","0","0","0","0","0","0","1","9.0","9.0","3.7%"
"74","David Long Jr. (NYG)","5","2","0","0","0","0","0","0","1","9.0","9.0","0.0%"
"75","Kerby Joseph (DET)","4","0","0","0","0","0","0","0","1","8.5","8.5","9.8%"
"76","Ashtyn Davis (NYJ)","2","0","0","1","0","0","1","0","1","8.5","8.5","3.4%"
"77","Deommodore Lenoir (SF)","4","3","0","0","0","0","0","0","1","8.3","8.3","13.0%"
"78","DeMarcco Hellams (ATL)","4","3","0","0","0","0","0","0","1","8.3","8.3","2.7%"
"79","Jordan Battle (CIN)","3","5","0","0","0","0","0","0","1","8.3","8.3","10.0%"
"80","Tracy Walker III (FA)","5","1","0","0","0","0","0","0","1","8.3","8.3","1.5%"
"81","Jordan Whitehead (TB)","5","1","0","0","0","0","0","0","1","8.3","8.3","15.6%"
"82","Darius Slay Jr. (PHI)","3","1","0","2","0","0","0","0","1","8.3","8.3","10.0%"
"83","Taron Johnson (BUF)","5","1","0","0","0","0","0","0","1","8.3","8.3","30.4%"
"84","Arthur Maulet (BAL)","1","0","0","1","1","0","0","0","1","8.0","8.0","0.9%"
"85","Grant Delpit (CLE)","3","1","0","0","0","0","0","0","1","7.8","7.8","20.5%"
"86","Ahkello Witherspoon (FA)","2","0","0","3","0","0","0","0","1","7.5","7.5","0.1%"
"87","Jack Jones (LV)","5","0","0","0","0","0","0","0","1","7.5","7.5","2.9%"
"88","Sauce Gardner (NYJ)","2","4","0","1","0","0","0","0","1","7.5","7.5","18.1%"
"89","Rasul Douglas (BUF)","5","0","0","0","0","0","0","0","1","7.5","7.5","7.4%"
"90","John Johnson III (LAR)","2","2","0","2","0","0","0","0","1","7.5","7.5","0.7%"
"91","Donovan Wilson (DAL)","2","4","0","1","0","0","0","0","1","7.5","7.5","21.3%"
"92","Geno Stone (CIN)","4","2","0","0","0","0","0","0","1","7.5","7.5","3.3%"
"93","Jourdan Lewis (DAL)","4","2","0","0","0","0","0","0","1","7.5","7.5","1.7%"
"94","Derwin James Jr. (LAC)","4","2","0","0","0","0","0","0","1","7.5","7.5","75.2%"
"95","Kendall Fuller (MIA)","4","1","0","0","0","0","0","0","1","6.8","6.8","6.0%"
"96","Jaylon Jones (IND)","4","1","0","0","0","0","0","0","1","6.8","6.8","0.4%"
"97","Richie Grant (ATL)","3","1","0","1","0","0","0","0","1","6.8","6.8","12.0%"
"98","Asante Samuel Jr. (LAC)","3","1","0","1","0","0","0","0","1","6.8","6.8","3.9%"
"99","Montaric Brown (JAC)","4","1","0","0","0","0","0","0","1","6.8","6.8","0.4%"
"100","Kamren Curl (LAR)","4","1","0","0","0","0","0","0","1","6.8","6.8","29.2%"
"101","Malik Hooker (DAL)","3","3","0","0","0","0","0","0","1","6.8","6.8","3.2%"
"102","Alontae Taylor (NO)","3","3","0","0","0","0","0","0","1","6.8","6.8","2.7%"
"103","Damontae Kazee (PIT)","2","3","0","1","0","0","0","0","1","6.8","6.8","1.2%"
"104","Marcus Williams (BAL)","2","3","0","1","0","0","0","0","1","6.8","6.8","6.1%"
"105","Garrett Williams (ARI)","4","1","0","0","0","0","0","0","1","6.8","6.8","0.9%"
"106","Ronnie Harrison Jr. (IND)","0","0","0","1","1","0","0","0","1","6.5","6.5","0.4%"
"107","Juanyeh Thomas (DAL)","3","0","0","1","0","0","0","0","1","6.0","6.0","0.6%"
"108","Tre Tomlinson (LAR)","4","0","0","0","0","0","0","0","1","6.0","6.0","0.1%"
"109","Ja'Quan McMillian (DEN)","3","2","0","0","0","0","0","0","1","6.0","6.0","1.0%"
"110","Troy Hill (CAR)","3","0","0","1","0","0","0","0","1","6.0","6.0","1.8%"
"111","Paulson Adebo (NO)","4","0","0","0","0","0","0","0","1","6.0","6.0","26.2%"
"112","Derion Kendrick (LAR)","4","0","0","0","0","0","0","0","1","6.0","6.0","0.5%"
"113","Christian Izien (TB)","3","2","0","0","0","0","0","0","1","6.0","6.0","0.6%"
"114","Kader Kohou (MIA)","3","2","0","0","0","0","0","0","1","6.0","6.0","2.2%"
"115","Carrington Valentine (GB)","4","0","0","0","0","0","0","0","1","6.0","6.0","0.4%"
"116","Josh Blackwell (CHI)","1","0","0","0","0","1","0","0","1","5.5","5.5","0.0%"
"117","Elijah Molden (TEN)","3","1","0","0","0","0","0","0","1","5.3","5.3","3.1%"
"118","Donte Jackson (PIT)","3","1","0","0","0","0","0","0","1","5.3","5.3","3.2%"
"119","Tre Herndon (NYG)","3","1","0","0","0","0","0","0","1","5.3","5.3","0.1%"
"120","Justin Simmons (FA)","3","1","0","0","0","0","0","0","1","5.3","5.3","11.4%"
"121","Keisean Nixon (GB)","3","1","0","0","0","0","0","0","1","5.3","5.3","23.8%"
"122","Fabian Moreau (FA)","3","1","0","0","0","0","0","0","1","5.3","5.3","0.0%"
"123","Markquese Bell (DAL)","1","3","0","1","0","0","0","0","1","5.3","5.3","9.5%"
"124","Tre'von Moehrig (LV)","3","1","0","0","0","0","0","0","1","5.3","5.3","4.9%"
"125","Sean Murphy-Bunting (ARI)","2","1","0","1","0","0","0","0","1","5.3","5.3","8.4%"
"126","Tre Flowers (JAC)","1","1","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"127","Starling Thomas V (ARI)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.7%"
"128","Essang Bassey (FA)","1","2","0","1","0","0","0","0","1","4.5","4.5","0.0%"
"129","Amik Robertson (DET)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.4%"
"130","Dee Delaney (BUF)","2","0","0","1","0","0","0","0","1","4.5","4.5","0.0%"
"131","Benjamin St-Juste (WAS)","3","0","0","0","0","0","0","0","1","4.5","4.5","5.8%"
"132","Jaylen Watson (KC)","2","0","0","1","0","0","0","0","1","4.5","4.5","2.1%"
"133","Tony Adams (NYJ)","1","4","0","0","0","0","0","0","1","4.5","4.5","3.6%"
"134","Jason Taylor II (LAR)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.4%"
"135","DeAndre Houston-Carson (FA)","1","2","0","1","0","0","0","0","1","4.5","4.5","0.0%"
"136","Kenny Moore II (IND)","2","2","0","0","0","0","0","0","1","4.5","4.5","27.9%"
"137","Mike Ford Jr. (HOU)","2","2","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"138","Bradley Roby (FA)","3","0","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"139","Xavier Woods (CAR)","2","0","0","1","0","0","0","0","1","4.5","4.5","9.2%"
"140","Jonathan Jones (NE)","3","0","0","0","0","0","0","0","1","4.5","4.5","1.6%"
"141","Pat Surtain II (DEN)","2","2","0","0","0","0","0","0","1","4.5","4.5","11.0%"
"142","Trent McDuffie (KC)","2","0","0","1","0","0","0","0","1","4.5","4.5","31.4%"
"143","Jalen Ramsey (MIA)","3","0","0","0","0","0","0","0","1","4.5","4.5","16.5%"
"144","Patrick Peterson (FA)","1","1","0","1","0","0","0","0","1","3.8","3.8","0.8%"
"145","Joey Porter Jr. (PIT)","1","1","0","1","0","0","0","0","1","3.8","3.8","5.2%"
"146","Bryan Cook (KC)","2","1","0","0","0","0","0","0","1","3.8","3.8","3.0%"
"147","Christian Benford (BUF)","2","1","0","0","0","0","0","0","1","3.8","3.8","12.8%"
"148","Ji'Ayir Brown (SF)","1","3","0","0","0","0","0","0","1","3.8","3.8","6.0%"
"149","Darrell Baker Jr. (IND)","2","1","0","0","0","0","0","0","1","3.8","3.8","0.2%"
"150","Kyle Dugger (NE)","2","0","0","0","0","0","0","0","1","3.0","3.0","22.7%"
"151","Chidobe Awuzie (TEN)","1","2","0","0","0","0","0","0","1","3.0","3.0","1.8%"
"152","Jalen Mills (NYG)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.4%"
"153","Ronald Darby (JAC)","2","0","0","0","0","0","0","0","1","3.0","3.0","1.8%"
"154","Eddie Jackson (BAL)","1","0","0","1","0","0","0","0","1","3.0","3.0","2.6%"
"155","Andre Cisco (JAC)","1","2","0","0","0","0","0","0","1","3.0","3.0","3.1%"
"156","Nik Needham (MIA)","1","2","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"157","DeShon Elliott (PIT)","1","0","0","1","0","0","0","0","1","3.0","3.0","7.4%"
"158","Adrian Amos (FA)","2","0","0","0","0","0","0","0","1","3.0","3.0","0.1%"
"159","Vonn Bell (CIN)","1","2","0","0","0","0","0","0","1","3.0","3.0","4.6%"
"160","Mike Hughes (ATL)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.7%"
"161","Jaylinn Hawkins (NE)","0","3","0","0","0","0","0","0","1","2.3","2.3","5.6%"
"162","Quan Martin (WAS)","1","1","0","0","0","0","0","0","1","2.3","2.3","2.1%"
"163","Harrison Smith (MIN)","1","1","0","0","0","0","0","0","1","2.3","2.3","17.5%"
"164","Nick Scott (CAR)","1","1","0","0","0","0","0","0","1","2.3","2.3","1.5%"
"165","Russ Yeast (LAR)","1","1","0","0","0","0","0","0","1","2.3","2.3","2.5%"
"166","Michael Jackson Sr. (SEA)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.9%"
"167","Marcus Epps (LV)","1","1","0","0","0","0","0","0","1","2.3","2.3","3.9%"
"168","Cameron Sutton (PIT)","1","1","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"169","Theo Jackson (MIN)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.2%"
"170","Desmond King II (HOU)","1","0","0","0","0","0","0","0","1","1.5","1.5","12.0%"
"171","Ronnie Hickman Jr. (CLE)","1","0","0","0","0","0","0","0","1","1.5","1.5","0.2%"
"172","Joshua Williams (KC)","1","0","0","0","0","0","0","0","1","1.5","1.5","1.2%"
